t,Run,S,I,R,dSdt,dIdt,dRdt
6.8686868686868685,0,0.12496636749471202,7.446561450401819e-05,0.7230720143710256,-5.583418408697216e-05,-0.00011543672927226965,0.00017127091335924181
6.96969696969697,0,0.12496114740266956,6.367278563316639e-05,0.7230880272919389,-4.7739746106268115e-05,-9.870766085001457e-05,0.00014644740695628268
7.070707070707071,0,0.12495668410435493,5.444413776700528e-05,0.7231017192381198,-4.0818953545713954e-05,-8.440256331839816e-05,0.00012522151686411212
7.171717171717171,0,0.1249528679547885,4.655318535534104e-05,0.7231134263400979,-3.490172413548433e-05,-7.217060218180005e-05,0.00010707232631728439
7.2727272727272725,0,0.1249496048662496,3.9805557823527654e-05,0.7231234370561688,-2.9842132329182585e-05,-6.171065066493101e-05,9.155278299411359e-05
7.373737373737374,0,0.12494681471933392,3.403570287845965e-05,0.7231319970580294,-2.551591596838319e-05,-5.276620065207399e-05,7.828211662045718e-05
7.474747474747475,0,0.12494442900857725,2.9102046576585616e-05,0.723139316425088,-2.1816831554955058e-05,-4.511787557119185e-05,6.693470712614691e-05
7.575757575757575,0,0.12494238922465715,2.488365722556216e-05,0.723145574598359,-1.8654141518454837e-05,-3.857827010033813e-05,5.723241161879296e-05
7.6767676767676765,0,0.124940645111684,2.1276651783460372e-05,0.7231509257167743,-1.5949911597853203e-05,-3.298638750410565e-05,4.893629910195885e-05
7.777777777777778,0,0.1249391538664306,1.8192543603081783e-05,0.7231555010702081,-1.3637766026683097e-05,-2.8205084260405e-05,4.18428502870881e-05
7.878787878787879,0,0.12493787875638615,1.5555390906471678e-05,0.7231594133329493,-1.16607452584857e-05,-2.4116653826399154e-05,3.5777399084884856e-05
7.979797979797979,0,0.12493678859707921,1.3300716220065446e-05,0.7231627581669426,-9.970492623456355e-06,-2.0621154682694172e-05,3.059164730615053e-05
8.080808080808081,0,0.1249358564317555,1.1372782623477969e-05,0.7231656182658629,-8.525210022458443e-06,-1.7632190011540885e-05,2.6157400033999328e-05
8.181818181818182,0,0.12493505929080811,9.72409462990658e-06,0.7231680640948038,-7.289282034820845e-06,-1.5076135613964288e-05,2.2365417648785134e-05
8.282828282828282,0,0.12493437774610498,8.3144760164393e-06,0.7231701552581205,-6.232583324392545e-06,-1.289071151341784e-05,1.9123294837810385e-05
8.383838383838384,0,0.12493379492418974,7.109034227850342e-06,0.7231719435218243,-5.3289517459878e-06,-1.1021826978067987e-05,1.6350778724055787e-05
8.484848484848484,0,0.12493329667864554,6.078513527494859e-06,0.7231734722880689,-4.556452403374052e-06,-9.424128709864122e-06,1.3980581113238174e-05
8.585858585858587,0,0.12493287061437643,5.197280749868516e-06,0.7231747795851156,-3.895867220819476e-06,-8.05787850387811e-06,1.1953745724697587e-05
8.686868686868687,0,0.12493250637765485,4.44392281100607e-06,0.723175897179776,-3.3311424895669298e-06,-6.8898799757470295e-06,1.022102246531396e-05
8.787878787878787,0,0.12493219489596295,3.7996766513836004e-06,0.7231768529076276,-2.848211663713775e-06,-5.891044634468505e-06,8.73925629818228e-06
8.88888888888889,0,0.12493192857341898,3.248832494960132e-06,0.723177670074328,-2.4352974552441708e-06,-5.037017283164132e-06,7.472314738408302e-06
8.98989898989899,0,0.12493170079917537,2.777717798522541e-06,0.723178368963268,-2.0821500534573734e-06,-4.30660088314447e-06,6.388750936601844e-06
9.09090909090909,0,0.1249315061502982,2.3751165735086905e-06,0.7231789662133702,-1.780361344865857e-06,-3.6824067742041306e-06,5.4627681190699875e-06
9.191919191919192,0,0.12493133969242455,2.030823375549513e-06,0.7231794769644418,-1.522280909916555e-06,-3.148612853847325e-06,4.67089376376388e-06
9.292929292929292,0,0.12493119737483596,1.7364601793057775e-06,0.7231799136452267,-1.3016282963663588e-06,-2.692230116036929e-06,3.993858412403288e-06
9.393939393939394,0,0.12493107572866997,1.4848523031483814e-06,0.7231802868992688,-1.1130251731831227e-06,-2.302135124058154e-06,3.4151602972412767e-06
9.494949494949495,0,0.12493097165415998,1.269588671336567e-06,0.7231806062374107,-9.516656778671476e-07,-1.9683882662069565e-06,2.920053944074104e-06
9.595959595959595,0,0.12493088254299793,1.0852745256571907e-06,0.7231808796627184,-8.135058257507177e-07,-1.6826255832608207e-06,2.4961314090115383e-06
9.696969696969697,0,0.1249308062741509,9.275227989564678e-07,0.7231811136832922,-6.952570266677323e-07,-1.4380454109321435e-06,2.1333024375998757e-06
9.797979797979798,0,0.12493074116909372,7.928617289646484e-07,0.7231813134494193,-5.943168206649757e-07,-1.2292651559537154e-06,1.8235819766186911e-06
9.8989898989899,0,0.12493068556437825,6.77850757453958e-07,0.7231814840651063,-5.081061590343363e-07,-1.0509505831097668e-06,1.5590567421441032e-06
10.0,0,0.12493063802018914,5.795118647526303e-07,0.723181629948188,-4.34392722022894e-07,-8.984845669081557e-07,1.3328772889310497e-06
0.0,1,0.9738792145006026,0.0495560884033328,0.0,-0.289569866687761,0.1755908633600956,0.11397900332766543
0.10101010101010101,1,0.9394567737556812,0.07018409245402675,0.013794436694227391,-0.3956095263949825,0.23418611375072096,0.16142341264426152
0.20202020202020202,1,0.8933311954394328,0.09701097817291475,0.033093129291587725,-0.519977598611752,0.2968523488140481,0.2231252497977039
0.30303030303030304,1,0.83420583613064,0.1298867495370041,0.05934271723629122,-0.6501137069988452,0.35137418306373575,0.29873952393510944
0.40404040404040403,1,0.7625158891735853,0.1671315970145007,0.09378781671584946,-0.7646429898390801,0.3802403167057285,0.3844026731333516
0.5050505050505051,1,0.6810990536091738,0.20526413629838217,0.1370721129963795,-0.8388312538363953,0.3667237403501164,0.47210751348627894
0.6060606060606061,1,0.5950206614200984,0.23954973564400323,0.18886490583983379,-0.8552222528754271,0.3042578608942197,0.5509643919812074
0.7070707070707071,1,0.5103331439546896,0.26538313343700687,0.24771902551223865,-0.8126028530367279,0.2022216461316121,0.6103812069051158
0.8080808080808081,1,0.43235344453917596,0.2797983447469574,0.31128351361780177,-0.7258306687662414,0.08229447584823935,0.643536192918002
0.9090909090909091,1,0.3644371745750069,0.28220710915371505,0.3767910191752132,-0.6170805690297628,-0.03199578202378173,0.6490763510535446
1.0101010101010102,1,0.3077564701318636,0.27408709373794765,0.4415917390341239,-0.5061124588649519,-0.12428785673232767,0.6304003155972796
1.1111111111111112,1,0.26183773389415876,0.2580653588148249,0.5035322101949513,-0.4054274924919403,-0.1881228327821569,0.5935503252740972
1.2121212121212122,1,0.22531911284607536,0.23700451175305867,0.561111678304801,-0.32040987797229853,-0.22470049905973638,0.5451103770320349
1.3131313131313131,1,0.19655712952054508,0.21341674982332595,0.613461423560064,-0.2516915024212635,-0.23916702217238617,0.49085852459364965
1.4141414141414141,1,0.17398146570828144,0.18922408678437522,0.6602297504112784,-0.1975289037963399,-0.23768649580772308,0.43521539960406297
1.5151515151515151,1,0.15624769586285533,0.16574715047395416,0.7014404565671255,-0.15538566214433583,-0.2258327839457587,0.38121844609009453
1.6161616161616161,1,0.142270641294386,0.1438015242418423,0.7373631373677066,-0.12275241043798259,-0.20799109531825472,0.3307435057562373
1.7171717171717171,1,0.1312020463011704,0.12382292681828717,0.7684103297844772,-0.0974749282653561,-0.1873178034167044,0.2847927316820605
1.8181818181818181,1,0.1223896258037935,0.10598262513566886,0.7950630519644725,-0.07782704299234938,-0.16593299481968898,0.24376003781203837
1.9191919191919191,1,0.11533514432397211,0.09027959955629695,0.8178205590236658,-0.0624744638660155,-0.14516861511346746,0.20764307897948298
2.0202020202020203,1,0.10965827440338169,0.076608389625831,0.8371686388747221,-0.050404462867143326,-0.12579483327226798,0.1761992961394113
2.121212121212121,1,0.10506778988042666,0.064806324136984,0.8535611888865242,-0.04085434348408475,-0.10820020203097844,0.1490545455150632
2.2222222222222223,1,0.1013394977098988,0.05468496797653615,0.8674108372174999,-0.033250483122144445,-0.0925249432238887,0.12577542634603314
2.323232323232323,1,0.09829967211637787,0.046050160619664285,0.8790854701678927,-0.027160294138917216,-0.07875507528631064,0.10591536942522785
2.4242424242424243,1,0.09581273369173902,0.038714139765459336,0.8889084294467364,-0.022255845380716316,-0.06678667607984015,0.08904252146055647
2.525252525252525,1,0.09377211106610693,0.03250231562565767,0.8971608762121702,-0.018286864504529002,-0.05646846143448363,0.07475532593901263
2.6262626262626263,1,0.0920934503030514,0.027256567689972293,0.9040852849109112,-0.01506090817192932,-0.04762919751500695,0.06269010568693627
2.727272727272727,1,0.09070954526408728,0.02283632943094202,0.9098894282089055,-0.012428838349089864,-0.04009471934207678,0.05252355769116664
2.8282828282828283,1,0.08956652850948771,0.0191183293814136,0.9147504450130334,-0.010274174361564945,-0.03369798321568633,0.04397215757725127
2.929292929292929,1,0.08862098844001849,0.015995564662265316,0.9188187498016509,-0.008505256506157098,-0.02828454221705313,0.036789798723210226
3.0303030303030303,1,0.08783777059999541,0.0133758790250928,0.9222216532788466,-0.007049444360276349,-0.023715077397437088,0.030764521757713437
3.131313131313131,1,0.08718828175446136,0.011180395155447349,0.9250666259940261,-0.005848796657636149,-0.01986611219989275,0.0257149088575289
3.2323232323232323,1,0.08664918129011023,0.009341917224425898,0.9274442043893987,-0.0048568168750588985,-0.016629592741120663,0.021486409616179564
3.3333333333333335,1,0.0862013527899629,0.007803426966802972,0.9294305231471689,-0.0040359957656165586,-0.013911886258030278,0.017947882023646836
3.4343434343434343,1,0.08582909647581524,0.006516691078577668,0.9310895153495419,-0.0033559302437179625,-0.011632459237010671,0.014988389480728634
3.5353535353535355,1,0.08551948672188699,0.005441008451596326,0.9324748077304515,-0.0027918735001798015,-0.009722445938491746,0.012514319438671548
3.6363636363636362,1,0.08526186069629664,0.004542105705630908,0.9336313365020074,-0.00232361030364814,-0.008123232819302948,0.010446843122951088
3.7373737373737375,1,0.08504740650650514,0.0037911688570804983,0.9345967275403493,-0.0019345744735375658,-0.006785113897747579,0.008719688371285145
3.8383838383838382,1,0.08486883145601683,0.003164006826065637,0.9354024646218524,-0.0016111533722823078,-0.0056660623276686565,0.0072772156999509644
3.9393939393939394,1,0.08472009232553003,0.0026403330143144857,0.9360748775640904,-0.0013421355404572095,-0.004730630392466107,0.006072765932923317
4.040404040404041,1,0.08459617548843426,0.002203150492295759,0.9366359769232049,-0.0011182686340420942,-0.003948977498238151,0.005067246132280245
4.141414141414141,1,0.08449291824535621,0.0018382297329131332,0.9371041549256656,-0.0009319043672352741,-0.0032960240184649317,0.004227928385700206
4.242424242424242,1,0.08440686303587515,0.00153366534015455,0.9374947745279051,-0.0007767112818557639,-0.002750719000499701,0.0035274302823554648
4.343434343434343,1,0.08433513443200638,0.0012795011414486605,0.9378206673304798,-0.0006474414046198704,-0.0022954112207120483,0.0029428526253319188
4.444444444444445,1,0.08427534074187013,0.0010674153595542086,0.9380925468025104,-0.0005397407588372204,-0.0019153145681374594,0.00245505532697468
4.545454545454545,1,0.08422549162536444,0.0008904548607444739,0.9383193564178258,-0.00044999399049839255,-0.0015980521892138971,0.0020480461797122897
4.646464646464646,1,0.08418392985976748,0.0007428111366106385,0.9385085619075566,-0.00037519656374090493,-0.0013332690504635637,0.0017084656142044685
4.747474747474747,1,0.08414927538774374,0.0006196334246633116,0.9386663940915279,-0.0003128502221486626,-0.001112306654576954,0.0014251568767256167
4.848484848484849,1,0.08412037866517141,0.0005168716961249727,0.9387980525426385,-0.00026087665679605266,-0.0009279282442913844,0.001188804901087437
4.94949494949495,1,0.08409628213323665,0.000431145596743403,0.9389078751739548,-0.00021754645046541534,-0.0007740884220444114,0.0009916348725098267
5.05050505050505,1,0.0840761875657185,0.00035963286685444784,0.9389994824713619,-0.00018141936221070974,-0.0006457362315545203,0.00082715559376523
5.151515151515151,1,0.08405942975565654,0.00029997828493531943,0.939075894863343,-0.00015129602142445684,-0.0005386540339267778,0.0006899500553512346
5.252525252525253,1,0.08404545428808458,0.00025021664449713176,0.9391396319713531,-0.00012617742934320958,-0.00044932085300019344,0.000575498282343403
5.353535353535354,1,0.08403379898227774,0.0002087081511797235,0.9391927957704773,-0.00010523123293319829,-0.0003747975147801657,0.000480028747713364
5.454545454545454,1,0.08402407843760686,0.0001740843602444517,0.9392371401060835,-8.776366763964251e-05,-0.0003126303609225964,0.0004003940285622389
5.555555555555555,1,0.08401597133638312,0.00014520360278000348,0.9392741279647716,-7.319653037462601e-05,-0.000260771756019382,0.000333968286394008
5.656565656565657,1,0.08400920986819506,0.00012111379363816227,0.9393049792421015,-6.104804464608986e-05,-0.00021751368072168336,0.0002785617253677732
5.757575757575758,1,0.08400357053137474,0.00010102003215191633,0.9393307123404081,-5.091626037573148e-05,-0.00018142981357367608,0.00023234607394940755
5.858585858585858,1,0.08399886699887463,8.425937864886168e-05,0.9393521765264112,-4.2466154043201293e-05,-0.00015133041684918053,0.00019379657089238183
5.959595959595959,1,0.08399494430059823,7.028021819081909e-05,0.9393700783851457,-3.541909807423044e-05,-0.00012622540376465343,0.00016164450183888388
6.0606060606060606,1,0.08399167258988172,5.862031527121741e-05,0.9393850099987818,-2.9541709964254416e-05,-0.00010528501515954562,0.00013482672512380003
