,Model,Data pts/run,Data pts/interval,Runs,Noise Lvl,Reg weight,Layers,Hid Nodes,Lrn rate,Activ Func,Euler steps,Epochs,MSE Train,Sim Time,MSE true alldat,MSE noisy alldat,MAE true alldat,MSE_dy pred alldat,MAE_dy pred alldat,MSE_dy dat alldat,MAE_dy dat alldat,stop criteria,MSE fitdat,MAE fitdat,MSE_dy dat fitdat ,MAE_dy dat fitdat,MSE_dy pred fitdat,MAE_dy pred fitdat
43,fhn,10,10,5,0.05,1.00E-06,2,10,0.1,tanh,30,244,0.005577872,125.3982005,0.061844859,0.135432911,0.158502552,0.537526686,0.360754106,1.103884489,0.534858492,converge,1.042791595,0.237753828,1.345108892,0.571762272,2.360941967,2.821311302
44,fhn,10,10,5,0.05,1.00E-06,1,15,0.1,tanh,30,302,0.005376649,127.6242111,0.134135043,0.193924675,0.232924533,0.988773912,0.480764412,1.524856494,0.623813222,converge,1.036509933,0.3493868,1.380270739,0.580931131,6.279664391,4.350959164
45,fhn,10,10,5,0.05,1.00E-06,2,15,0.1,tanh,30,227,0.005557884,113.6201086,0.058892485,0.131716375,0.158532049,0.564999825,0.394566955,1.148891625,0.528933684,converge,1.044333344,0.237798074,1.684639522,0.621585655,3.016608375,3.299557801
46,fhn,10,10,5,0.05,1.00E-06,1,20,0.1,tanh,30,314,0.005370839,190.6743145,0.10880538,0.173997059,0.194989206,0.481400362,0.397519622,0.962384151,0.505712859,converge,1.04473381,0.292483808,1.298439313,0.568076583,2.418855091,3.270151927
47,fhn,10,10,5,0.05,1.00E-06,2,20,0.1,tanh,30,228,0.005451114,198.9183381,0.063746557,0.13461318,0.164486177,0.600333713,0.408324105,1.228041757,0.5542504,converge,1.042973022,0.246729266,1.793068685,0.651355778,3.272838,3.446755422
48,fhn,10,4,5,0.1,1.00E-06,1,10,0.1,tanh,30,184,0.017128963,51.90287614,335.6735113,336.8249609,7.763059422,59516.66021,81.9471832,10.10395255,1.830973853,converge,26.47493164,11.64458913,13.78370402,2.038274454,115864.9108,210.5161087
49,fhn,10,4,5,0.1,1.00E-06,2,10,0.1,tanh,30,301,0.013740427,106.1962042,50.16130419,50.87724121,2.607629662,1756.036271,11.65428495,7.710235821,1.546626924,converge,1.090647278,3.911444492,11.378736,1.780143194,27.031148,10.34588622
50,fhn,10,4,5,0.1,1.00E-06,1,15,0.1,tanh,30,267,0.013948567,76.97026348,17.4990283,18.0094458,2.282530003,3848.920885,11.77381641,8.466703792,1.646823727,converge,5.662771606,3.423795005,12.33272749,1.904664642,46586.00787,163.9603672
51,fhn,10,4,5,0.1,1.00E-06,2,15,0.1,tanh,30,333,0.013473551,125.8583531,10.05392297,10.63095459,1.095428568,90.43951152,2.802584044,5.696409626,1.338531059,converge,1.237711487,1.643142852,8.075568368,1.554289726,14.94748111,8.902237347
52,fhn,10,4,5,0.1,1.00E-06,1,20,0.1,tanh,30,298,0.01860984,91.29065871,115.159753,116.8016016,4.746568561,16533521.49,872.8037798,10.60030559,1.74945341,converge,1.039684372,7.119852842,14.47922488,1.997811387,158.7938089,17.10083199
53,fhn,10,4,5,0.1,1.00E-06,2,20,0.1,tanh,30,208,0.013568464,84.73059535,4.320461563,4.78488678,1.196632838,521.3386518,4.95831839,8.728357855,1.649238335,converge,3.297428284,1.794949256,12.94580575,1.91391026,6878.238183,66.09757221
54,fhn,10,7,5,0.1,1.00E-06,1,10,0.1,tanh,30,281,0.019019946,145.5999591,193.4559351,194.1167188,5.545699678,4655.773105,19.63900536,10.24973556,1.78137758,converge,0.946781158,8.318549518,14.43141205,1.994511517,44.51080479,14.03667096
55,fhn,10,7,5,0.1,1.00E-06,2,10,0.1,tanh,30,375,0.01640802,258.509865,20.81782258,21.40792725,2.07335743,20847.41592,22.18690417,5.169326388,1.105298742,converge,1.224043732,3.110036145,8.095765499,1.385763104,13.20149729,8.688788142
56,fhn,10,7,5,0.1,1.00E-06,1,15,0.1,tanh,30,607,0.016037695,317.5866091,18.41845522,18.80233154,1.663377949,174.3525917,4.735237575,8.154508536,1.601392863,converge,1.072354507,2.495066924,12.18532943,1.870939381,24.60183497,10.760847
57,fhn,10,7,5,0.1,1.00E-06,2,15,0.1,tanh,30,334,0.015240037,230.3262696,1.2661265,1.62108017,0.646875202,1.905030427,0.981297482,6.94440825,1.485716913,converge,1.102534332,0.970312802,10.32828897,1.708855673,16.72379517,9.311150836
58,fhn,10,7,5,0.1,1.00E-06,1,20,0.1,tanh,30,376,0.015077627,195.7681704,70.9800198,72.11453125,2.045816701,162.1413363,3.634330369,6.974445507,1.459395976,converge,1.098716507,3.068725051,10.44833809,1.725947012,17.59566917,9.724422456
59,fhn,10,7,5,0.1,1.00E-06,2,20,0.1,tanh,30,276,0.015368977,190.8116808,1.690203684,2.068162842,0.685682256,2.392897395,1.086425957,7.330252555,1.473014982,converge,1.081648254,1.028523383,11.13356241,1.722260012,15.81692475,9.073721632
60,fhn,10,9,5,0.1,1.00E-06,1,10,0.1,tanh,30,204,0.022581328,132.4622273,269.1689323,270.1582422,6.749011868,422879.1654,175.8975109,10.12935811,1.721335854,converge,0.92441864,10.1235178,14.42242546,1.9466133,46.98833629,13.99304893
61,fhn,10,9,5,0.1,1.00E-06,2,10,0.1,tanh,30,256,0.017574687,221.3178952,30.57135186,31.40630371,2.289653437,5414.242108,14.35949679,5.241212056,1.127833965,converge,1.244509354,3.434480156,8.04927687,1.351237621,8.996676518,7.505723527
62,fhn,10,9,5,0.1,1.00E-06,1,15,0.1,tanh,30,325,0.016978957,210.2193582,60.080365,60.75416504,2.596673776,398.3098201,5.852114807,6.005346585,1.344510978,converge,1.095069733,3.895010664,9.077551823,1.576030811,10.51098232,7.651818942
63,fhn,10,9,5,0.1,1.00E-06,2,15,0.1,tanh,30,445,0.016377462,386.0639224,9.450445019,10.05752319,1.037042702,45.21615868,2.19144452,4.853891957,1.18568496,converge,1.103135452,1.555564054,7.402737242,1.408483743,10.47320689,8.305225371
64,fhn,10,9,5,0.1,1.00E-06,1,20,0.1,tanh,30,317,0.017373625,205.0013175,418.4508803,420.2948438,6.702953353,52654487.14,1279.002892,5.492657201,1.205448359,converge,1.103516235,10.05443003,8.380102176,1.479108042,14.80367784,8.915154098
65,fhn,10,9,5,0.1,1.00E-06,2,20,0.1,tanh,30,307,0.016533991,265.0113745,2.258155526,2.65765686,0.743173861,2.30143441,1.0892498,7.801598996,1.505965338,converge,1.136853485,1.114760791,11.7606071,1.747073896,18.0375636,9.504664347
66,fhn,10,10,5,0.1,1.00E-06,1,10,0.1,tanh,30,318,0.025417088,154.1524632,190.8139821,191.6970313,5.670773776,389427.4426,135.0492594,9.829463273,1.701167349,converge,0.985809326,8.506160664,14.10395288,1.920045609,47.93959669,14.39840165
67,fhn,10,10,5,0.1,1.00E-06,2,10,0.1,tanh,30,477,0.018430859,278.6379325,1.267754284,1.615370331,0.766073154,1.383188095,0.871389082,4.669403136,1.181852096,converge,1.28895401,1.149109731,6.333003497,1.264592461,11.44097249,8.16637462
68,fhn,10,10,5,0.1,1.00E-06,1,15,0.1,tanh,30,266,0.017442342,129.6372321,6.46360527,6.98843811,0.977137144,18.37459904,1.627241014,5.474011326,1.23289452,converge,1.144186249,1.465705716,8.408027006,1.476609291,11.91363945,8.164478518
69,fhn,10,10,5,0.1,1.00E-06,2,15,0.1,tanh,30,405,0.017202156,239.0834668,11.23601399,11.87229248,1.092138163,60.72693175,2.390663053,4.744947382,1.199771072,converge,1.170750046,1.638207244,6.79485677,1.364442357,10.82041987,8.268184693
