,Model,Data pts/run,Data pts/interval,Runs,Noise Lvl,Reg weight,Layers,Hid Nodes,Lrn rate,Activ Func,Euler steps,Epochs,MSE Train,Sim Time,MSE true alldat,MSE noisy alldat,MAE true alldat,MSE_dy pred alldat,MAE_dy pred alldat,MSE_dy dat alldat,MAE_dy dat alldat,stop criteria,MSE fitdat,MAE fitdat,MSE_dy dat fitdat ,MAE_dy dat fitdat,MSE_dy pred fitdat,MAE_dy pred fitdat
97,sir,10,4,10,0.05,1.00E-06,2,10,0.1,tanh,25,270,0.003392512,88.34857583,0.000973696,0.002073697,0.021241312,0.000952635,0.019429665,0.002287766,0.036471194,converge,0.034588957,0.028321749,0.002287766,0.036471194,0.087711253,1.810554953
98,sir,10,4,10,0.05,1.00E-06,1,15,0.1,tanh,25,306,0.003545597,79.53151798,0.000860455,0.001847415,0.018913849,0.001059708,0.018519914,0.001924827,0.032286051,converge,0.034489908,0.025218465,0.001924827,0.032286051,0.121875524,1.850527577
99,sir,10,4,10,0.05,1.00E-06,2,15,0.1,tanh,25,367,0.003274743,123.2547526,0.002896435,0.004170524,0.027138314,0.001690457,0.020302901,0.001689343,0.029289804,converge,0.036414642,0.036184418,0.001689343,0.029289804,0.122736291,1.838840466
100,sir,10,4,10,0.05,1.00E-06,1,20,0.1,tanh,25,221,0.003623743,60.31442165,0.000899584,0.001951856,0.019551143,0.001238608,0.021429758,0.002251316,0.036341364,converge,0.034258369,0.026068191,0.002251316,0.036341364,0.119013105,2.025243022
101,sir,10,4,10,0.05,1.00E-06,2,20,0.1,tanh,25,345,0.003401036,120.8077683,0.000727695,0.001730343,0.018136546,0.000731092,0.017655015,0.001730645,0.03164354,converge,0.034328082,0.024182062,0.001730645,0.03164354,0.07611339,1.713724163
102,sir,10,7,10,0.05,1.00E-06,1,10,0.1,tanh,25,279,0.00431863,124.2730343,0.00084651,0.001880205,0.019097807,0.001114844,0.019280679,0.002670846,0.037853537,converge,0.033597507,0.025463743,0.002670846,0.037853537,0.1178412,1.827260255
103,sir,10,7,10,0.05,1.00E-06,2,10,0.1,tanh,25,448,0.004188546,260.5767002,0.00077577,0.001822629,0.018161172,0.001027121,0.019132005,0.005459568,0.051589789,converge,0.033547405,0.024214896,0.005459568,0.051589789,0.09002146,1.775719519
104,sir,10,7,10,0.05,1.00E-06,1,15,0.1,tanh,25,435,0.004228827,193.751514,0.00072822,0.001756153,0.017950338,0.0010996,0.018931701,0.002647347,0.037524228,converge,0.033626347,0.023933784,0.002647347,0.037524228,0.105787451,1.797915111
105,sir,10,7,10,0.05,1.00E-06,2,15,0.1,tanh,25,337,0.004232735,196.6949952,0.000794098,0.001820277,0.018728111,0.001238388,0.020986975,0.003135291,0.041454329,converge,0.033555508,0.024970815,0.003135291,0.041454329,0.128598093,2.008500623
106,sir,10,7,10,0.05,1.00E-06,1,20,0.1,tanh,25,440,0.004261178,194.3855181,0.000797785,0.001777537,0.018840743,0.001077182,0.020234835,0.002122512,0.035119132,converge,0.03361022,0.025120991,0.002122512,0.035119132,0.112009821,1.934488853
107,sir,10,7,10,0.05,1.00E-06,2,20,0.1,tanh,25,306,0.004556319,176.4656601,0.001109096,0.0021622,0.020822648,0.001485593,0.019614769,0.002448863,0.036353491,converge,0.034397176,0.027763531,0.002448863,0.036353491,0.170856857,1.883639631
108,sir,10,9,10,0.05,1.00E-06,1,10,0.1,tanh,25,306,0.004742592,165.2004347,0.000661511,0.001741359,0.017777942,0.001293326,0.018942179,0.006408346,0.056734828,converge,0.033674523,0.023703923,0.006408346,0.056734828,0.109215799,1.703382234
109,sir,10,9,10,0.05,1.00E-06,2,10,0.1,tanh,25,400,0.004587624,285.1907487,0.000749661,0.001752368,0.01843848,0.001128346,0.020152087,0.002816443,0.039901258,converge,0.033429832,0.02458464,0.002816443,0.039901258,0.114192718,1.893408284
110,sir,10,9,10,0.05,1.00E-06,1,15,0.1,tanh,25,307,0.00492594,165.6975262,0.000952998,0.001963479,0.019963776,0.001327136,0.018446096,0.002474771,0.036798016,converge,0.034024245,0.026618367,0.002474771,0.036798016,0.174301391,1.828790672
111,sir,10,9,10,0.05,1.00E-06,2,15,0.1,tanh,25,292,0.004695496,215.3422408,0.000826742,0.001789923,0.019074218,0.001109372,0.018689146,0.00226504,0.035756061,converge,0.03372352,0.02543229,0.00226504,0.035756061,0.131442249,1.829138092
112,sir,10,9,10,0.05,1.00E-06,1,20,0.1,tanh,25,336,0.004937927,181.4353502,0.001002569,0.001957518,0.019762373,0.001070452,0.017451455,0.001510165,0.027999673,converge,0.033775218,0.026349831,0.001510165,0.027999673,0.131722761,1.729432825
113,sir,10,9,10,0.05,1.00E-06,2,20,0.1,tanh,25,310,0.005257918,224.6104896,0.00092387,0.00198518,0.020285231,0.001158027,0.017192662,0.002652916,0.037406135,converge,0.034038471,0.027046975,0.002652916,0.037406135,0.130885243,1.636898677
114,sir,10,10,10,0.05,1.00E-06,1,10,0.1,tanh,25,367,0.005004767,149.2546523,0.000726974,0.001818877,0.018543586,0.000776928,0.017300833,0.002612428,0.037861878,converge,0.033926827,0.024724782,0.002612428,0.037861878,0.084137527,1.674037812
115,sir,10,10,10,0.05,1.00E-06,2,10,0.1,tanh,25,517,0.004749189,251.8414283,0.000689044,0.001734636,0.018381504,0.000798764,0.017179814,0.002598756,0.039703816,converge,0.033551346,0.024508671,0.002598756,0.039703816,0.092478485,1.683383801
116,sir,10,10,10,0.05,1.00E-06,1,15,0.1,tanh,25,283,0.005242019,114.9974113,0.000902685,0.001972396,0.020397769,0.000952813,0.015929854,0.002462906,0.037037548,converge,0.034026524,0.027197026,0.002462906,0.037037548,0.11914668,1.530686858
117,sir,10,10,10,0.05,1.00E-06,2,15,0.1,tanh,25,440,0.004889489,215.1259007,0.000737196,0.00176109,0.018623471,0.000867148,0.016794139,0.001977134,0.034185881,converge,0.033657268,0.024831295,0.001977134,0.034185881,0.102562624,1.64721828
118,sir,10,10,10,0.05,1.00E-06,1,20,0.1,tanh,25,348,0.006008138,192.6810095,0.000981806,0.002052396,0.01945972,0.001135444,0.016998336,0.001091078,0.023641733,converge,0.03360213,0.025946294,0.001091078,0.023641733,0.131299094,1.69484684
119,sir,10,10,10,0.05,1.00E-06,2,20,0.1,tanh,25,400,0.005587107,250.562057,0.000782906,0.001940562,0.018925873,0.000893097,0.015579318,0.001937344,0.031818987,converge,0.034090398,0.025234497,0.001937344,0.031818987,0.094172197,1.510379514
120,sir,10,4,10,0.1,1.00E-06,1,10,0.1,tanh,25,447,0.010751935,101.3084252,0.036679891,0.04361016,0.092041047,0.045858738,0.098638615,0.010261673,0.078396577,converge,0.069963557,0.122721396,0.010261673,0.078396577,3.709996713,8.954493399
121,sir,10,4,10,0.1,1.00E-06,2,10,0.1,tanh,25,475,0.010464554,131.4260845,0.004136672,0.007812335,0.044270609,0.005592745,0.042267254,0.01393357,0.087005202,converge,0.046376975,0.059027479,0.01393357,0.087005202,0.418809514,3.773406246
122,sir,10,4,10,0.1,1.00E-06,1,15,0.1,tanh,25,399,0.011115428,89.77918935,0.004234067,0.007764017,0.044387149,0.004750843,0.042342953,0.011389887,0.078518621,converge,0.046033882,0.059182866,0.011389887,0.078518621,0.417248831,3.928987239
123,sir,10,4,10,0.1,1.00E-06,2,15,0.1,tanh,25,426,0.010502748,119.0827711,0.003906019,0.007461127,0.042042343,0.005033042,0.041030588,0.015342072,0.089917725,converge,0.044864572,0.056056458,0.015342072,0.089917725,0.42092945,3.67398996
124,sir,10,4,10,0.1,1.00E-06,1,20,0.1,tanh,25,418,0.010754394,101.7800829,0.127478095,0.131157201,0.092260408,0.275172479,0.117303952,0.010427106,0.071526649,converge,0.153231099,0.123013877,0.010427106,0.071526649,17.4798894,9.84833876
125,sir,10,4,10,0.1,1.00E-06,2,20,0.1,tanh,25,433,0.010482308,150.5738282,0.017899707,0.022849053,0.069046662,0.004864707,0.0468746,0.01086724,0.078970496,converge,0.054123859,0.092062216,0.01086724,0.078970496,0.388482966,4.302945136
126,sir,10,7,10,0.1,1.00E-06,1,10,0.1,tanh,25,888,0.012785536,389.9697983,0.003982932,0.007852906,0.045670714,0.004778586,0.04427079,0.010423082,0.077079952,converge,0.044668004,0.060894285,0.010423082,0.077079952,0.382680057,4.077319201
127,sir,10,7,10,0.1,1.00E-06,2,10,0.1,tanh,25,520,0.012907214,280.7208266,0.002753092,0.006491556,0.037537413,0.003820594,0.039911322,0.008863423,0.073805511,converge,0.043616174,0.050049884,0.008863423,0.073805511,0.374386289,3.759419146
128,sir,10,7,10,0.1,1.00E-06,1,15,0.1,tanh,25,396,0.014192993,154.5972555,0.003177352,0.007129778,0.038091303,0.005345444,0.044352861,0.007730274,0.06442417,converge,0.043573748,0.050788404,0.007730274,0.06442417,0.519148601,4.111850755
129,sir,10,7,10,0.1,1.00E-06,2,15,0.1,tanh,25,470,0.013669419,235.2003918,0.002851012,0.006969748,0.037895171,0.004673083,0.043206659,0.007892307,0.066826009,converge,0.043048846,0.050526895,0.007892307,0.066826009,0.434036521,3.984131406
130,sir,10,7,10,0.1,1.00E-06,1,20,0.1,tanh,25,735,0.012900652,288.6314988,0.003312349,0.007309767,0.040627482,0.004599327,0.043081417,0.010760067,0.074391261,converge,0.043366369,0.054169976,0.010760067,0.074391261,0.45803648,4.15502031
131,sir,10,7,10,0.1,1.00E-06,2,20,0.1,tanh,25,523,0.01315301,262.4063303,0.00332479,0.007210446,0.040046514,0.004427294,0.042099943,0.008583139,0.069068838,converge,0.044208228,0.053395352,0.008583139,0.069068838,0.457976653,3.98234558
132,sir,10,9,10,0.1,1.00E-06,1,10,0.1,tanh,25,341,0.015082712,160.1077082,0.002341854,0.006461883,0.034091324,0.004827009,0.0418049,0.009961227,0.076909199,converge,0.04196476,0.045455099,0.009961227,0.076909199,0.420880476,3.804137916
133,sir,10,9,10,0.1,1.00E-06,2,10,0.1,tanh,25,300,0.015099972,182.1489251,0.002428227,0.006567125,0.0341967,0.004479852,0.04168511,0.008354596,0.068449584,converge,0.042011178,0.0455956,0.008354596,0.068449584,0.409202052,3.841940928
134,sir,10,9,10,0.1,1.00E-06,1,15,0.1,tanh,25,422,0.015235376,200.1548009,0.002562989,0.006684755,0.034955186,0.005138316,0.042543948,0.008066547,0.067948979,converge,0.042519162,0.046606915,0.008066547,0.067948979,0.51401626,3.953114716
135,sir,10,9,10,0.1,1.00E-06,2,15,0.1,tanh,25,486,0.014480203,297.641135,0.00274848,0.006821907,0.037277427,0.004308295,0.042124975,0.008139912,0.068070406,converge,0.042423865,0.049703236,0.008139912,0.068070406,0.399828744,3.861694836
136,sir,10,9,10,0.1,1.00E-06,1,20,0.1,tanh,25,590,0.015218861,280.0405395,0.002555184,0.006569401,0.034694377,0.003555014,0.037628228,0.006142919,0.058432636,converge,0.042430614,0.04625917,0.006142919,0.058432636,0.382282682,3.64009523
137,sir,10,9,10,0.1,1.00E-06,2,20,0.1,tanh,25,510,0.015199616,311.2227871,0.002607452,0.006696229,0.035078097,0.004774458,0.040661003,0.007626056,0.064028729,converge,0.042454662,0.046770796,0.007626056,0.064028729,0.472592028,3.793510967
138,sir,10,10,10,0.1,1.00E-06,1,10,0.1,tanh,25,410,0.015549442,158.3390775,0.002032818,0.006128939,0.032021316,0.004164935,0.039262751,0.01636806,0.100778603,converge,0.041835318,0.042695088,0.01636806,0.100778603,0.383496575,3.657337069
139,sir,10,10,10,0.1,1.00E-06,2,10,0.1,tanh,25,411,0.015384975,190.4735193,0.001879873,0.006215265,0.031008318,0.003844038,0.039360584,0.010940351,0.08268598,converge,0.041965224,0.041344424,0.010940351,0.08268598,0.352560194,3.650080042
140,sir,10,10,10,0.1,1.00E-06,1,15,0.1,tanh,25,619,0.015418639,240.3416944,0.002257288,0.006355117,0.033089208,0.003786337,0.037742467,0.007430125,0.066273966,converge,0.041726062,0.044118944,0.007430125,0.066273966,0.390289691,3.535185809
141,sir,10,10,10,0.1,1.00E-06,2,15,0.1,tanh,25,335,0.015589565,156.2549338,0.002215822,0.006343767,0.032811567,0.003836215,0.038267614,0.008486539,0.071773222,converge,0.042253606,0.043748756,0.008486539,0.071773222,0.379735687,3.602189724
142,sir,10,10,10,0.1,1.00E-06,1,20,0.1,tanh,25,535,0.015882904,272.7482831,0.002416067,0.006470716,0.033752054,0.003433674,0.036015605,0.005865338,0.0555847,converge,0.042364655,0.045002739,0.005865338,0.0555847,0.378591253,3.522728031
143,sir,10,10,10,0.1,1.00E-06,2,20,0.1,tanh,25,459,0.016373023,302.8641071,0.002274869,0.006584615,0.03268431,0.004097989,0.035817157,0.00721935,0.063076665,converge,0.042765446,0.04357908,0.00721935,0.063076665,0.400789166,3.349424979
