Model,Data pts/run,Data pts/interval,Runs,Noise Lvl,Reg weight,Layers,Hid Nodes,Lrn rate,Activ Func,Euler steps,Epochs,MSE Train,Sim Time,MSE true alldat,MSE noisy alldat,MAE true alldat,MSE_dy pred alldat,MAE_dy pred alldat,MSE_dy dat alldat,MAE_dy dat alldat,stop criteria,MSE fitdat,MAE fitdat,MSE_dy dat fitdat ,MAE_dy dat fitdat,MSE_dy pred fitdat,MAE_dy pred fitdat
vdp,3,2,3,0.05,1.00E-06,2,15,0.1,tanh,40,262,0.000102676,50.3560431,1.324196213,1.451647059,0.840394964,16.50811731,2.066421855,37.27179015,4.726533281,converge,0.817695883,1.260592446,41.20742042,5.117072634,25.8061224,2.811426866
vdp,3,2,3,0.05,1.00E-06,1,20,0.1,tanh,40,269,0.001068588,36.44836044,1.542042544,1.720775986,0.839965051,15.32729528,2.285103062,17.00862967,2.603508798,converge,0.201899489,1.259947576,19.11576319,2.844975971,19.14894331,2.576054711
vdp,3,2,3,0.05,1.00E-06,2,20,0.1,tanh,40,252,0.000873758,47.00897408,1.572638536,1.612996292,0.830324444,51.58648745,2.756123425,10.76254381,1.856916436,converge,0.230360693,1.245486666,7.193780153,1.844222752,6.477875788,1.718402704
vdp,3,2,3,0.1,1.00E-06,1,10,0.1,tanh,40,164,0.001673154,36.19404578,1.565042056,1.922980754,0.863436804,13.56732827,1.919756743,21.23173166,2.955969899,converge,0.456381639,1.295155206,22.4062936,3.019737304,20.10488219,2.594479255
vdp,3,2,3,0.1,1.00E-06,2,10,0.1,tanh,40,220,0.001947394,47.33490229,2.091904668,2.444455973,1.023506495,15.22938611,2.520836913,19.12906259,2.845272579,converge,0.418506304,1.535259742,15.26015988,2.746514523,15.26758454,2.659394674
vdp,3,2,3,0.1,1.00E-06,1,15,0.1,tanh,40,52,50375.18,7.261398315,2969957.824,2970032.533,694.9821354,7.36E+16,74762614.95,132729.9593,274.8900929,diverge,4133098.667,1042.473203,130852.764,269.6809286,8.29E+16,95261174.24
vdp,3,2,3,0.1,1.00E-06,2,15,0.1,tanh,40,153,0.000892104,27.88425493,1.393652623,1.822267024,0.817406739,12.8810366,2.013448644,17.65560332,2.702603136,converge,0.360601849,1.226110109,17.59872687,2.836085703,18.50311256,2.690181751
vdp,3,2,3,0.1,1.00E-06,1,20,0.1,tanh,40,233,0.000355821,30.3960011,2.463316736,2.806094106,1.084293534,20.89587006,2.848373393,22.5110557,3.071526915,converge,0.112695787,1.626440302,23.10969797,3.196514995,22.21820939,3.07808438
vdp,3,2,3,0.1,1.00E-06,2,20,0.1,tanh,40,175,0.000814873,29.55006814,1.379990402,1.781767019,0.86891262,10.1134344,1.761559978,12.11358526,1.922013841,converge,0.232488155,1.30336893,7.571061686,1.725620532,6.083956732,1.606267274
vdp,5,4,3,0,1.00E-06,1,10,0.1,tanh,40,346,0.012075219,125.5909197,71.78186866,71.78186523,2.814421084,291061864.7,2230.877743,8.337705917,1.421188546,converge,0.834795252,4.221631626,8.558802542,1.645140946,3.188982528,1.105475267
vdp,5,4,3,0,1.00E-06,2,10,0.1,tanh,40,335,0.000721668,168.3432324,11.96529044,11.96529053,1.932345121,613303.3243,105.1167674,3.495791195,0.912317979,converge,1.926341248,2.898517682,1.617504541,0.750003958,0.809987795,0.560388021
vdp,5,4,3,0,1.00E-06,1,15,0.1,tanh,40,872,0.000335891,311.1414602,1.45126956,1.451269531,0.728414385,2.836575995,0.919060832,4.171680039,1.111804688,converge,0.565977859,1.092621578,3.424324305,0.965696672,2.448415851,0.782119265
vdp,5,4,3,0,1.00E-06,2,15,0.1,tanh,40,367,0.002444299,191.3389723,39.1950477,39.19504883,2.618282829,24380097.51,696.2309325,3.441719505,0.928106696,converge,1.566523743,3.927424244,2.45059561,0.983143856,0.726815789,0.594468827
vdp,5,4,3,0,1.00E-06,1,20,0.1,tanh,40,296,0.005452674,114.7820182,2.101939922,2.10193985,0.96354671,6.833583669,1.315387958,7.248545664,1.392242186,converge,0.90751756,1.445320065,7.486611346,1.552822015,2.311693689,0.91439489
vdp,5,4,3,0,1.00E-06,2,20,0.1,tanh,40,234,0.001472138,113.9287591,32.86253175,32.86253418,2.503959712,10322635.24,467.6529393,4.155285853,1.013697299,converge,2.307407888,3.755939569,3.08617034,1.034369781,1.115886476,0.723769457
vdp,5,4,3,0.05,1.00E-06,1,10,0.1,tanh,40,612,0.002572487,220.5508463,2.599254626,2.78083374,1.125623592,7.024280285,1.321562479,6.955386682,1.303402827,converge,1.061340332,1.688435388,4.90522082,1.259949107,2.434879625,1.027068423
vdp,5,4,3,0.05,1.00E-06,2,10,0.1,tanh,40,433,0.00117723,230.974596,1.367908669,1.424322968,0.78015184,4.978543197,1.136516224,8.646839375,1.616776275,converge,0.082370202,1.17022776,9.266031213,1.54686296,8.053068925,1.408713083
vdp,5,4,3,0.05,1.00E-06,1,15,0.1,tanh,40,150,126220870,58.75802827,7169457811,7169457521,59000.99676,4.90E+28,9.74329E+13,148317596.2,9405.298729,diverge,5960627541,88501.49515,152957587.3,9598.498964,3.37E+28,7.59424E+13
vdp,5,4,3,0.05,1.00E-06,2,15,0.1,tanh,40,278,0.004043521,148.6637697,2.237673057,2.321269531,1.051140543,7.652358089,1.266298208,8.31697682,1.483856159,converge,0.867168299,1.576710815,7.304679365,1.544309615,1.99547722,0.95653265
vdp,5,4,3,0.05,1.00E-06,1,20,0.1,tanh,40,364,0.003488317,142.2892864,2.346791832,2.402192535,1.063055802,7.783742239,1.304725801,8.073196206,1.464629597,converge,0.867565791,1.594583703,7.223911859,1.524682753,2.223664559,0.961459396
