dTdt,dEBdt,dStydt,dH2dt,dBeEtdt,dToMedt,t,Run
-0.8185476,-0.06916116,0.04211116,0.018359752,0.0016733524,0.013870873,6.72,2
-0.7261225,-0.06644199,0.039576918,0.016316017,0.0015622786,0.013729328,6.84,2
-0.6379301,-0.063818716,0.037179064,0.014380999,0.0014596004,0.013584046,6.96,2
-0.5537821,-0.06128734,0.03491188,0.012549951,0.0013649256,0.013435191,7.08,2
-0.4734953,-0.058843877,0.032769367,0.010818094,0.0012778703,0.013282949,7.199999999999999,2
-0.39690024,-0.056484487,0.030745815,0.00918114,0.0011980848,0.013127486,7.319999999999999,2
-0.3238301,-0.054205634,0.028836131,0.007634752,0.0011252298,0.012968973,7.439999999999999,2
-0.25412965,-0.052003894,0.027035234,0.0061749755,0.0010589791,0.01280755,7.56,2
-0.18764909,-0.049875904,0.025338171,0.0047979318,0.0009990297,0.012643372,7.68,2
-0.124244675,-0.047818527,0.02374041,0.0034999836,0.0009450812,0.012476564,7.8,2
-0.06378239,-0.045828804,0.022237506,0.0022776194,0.00089685747,0.01230727,7.92,2
-0.006128279,-0.043903854,0.020825371,0.0011274692,0.00085408904,0.012135613,8.04,2
0.0488401,-0.04204082,0.01949971,4.633801e-05,0.0008165172,0.011961713,8.16,2
0.101239994,-0.040237173,0.018257005,-0.0009688189,0.00078392256,0.011785692,8.28,2
0.15118547,-0.03849037,0.017093407,-0.0019208961,0.00075605453,0.011607648,8.4,2
0.1987856,-0.03679791,0.016005306,-0.0028127297,0.0007326948,0.01142769,8.52,2
0.24414495,-0.03515767,0.014989597,-0.0036469556,0.0007136287,0.011245916,8.64,2
0.28736037,-0.033567343,0.014043107,-0.0044261017,0.0006986739,0.011062418,8.76,2
0.32852656,-0.032024786,0.013162523,-0.0051526115,0.0006876255,0.010877298,8.879999999999999,2
0.36773297,-0.030528046,0.012345059,-0.005828796,0.000680303,0.010690643,9.0,2
0.40506703,-0.029075162,0.011587869,-0.0064568906,0.0006765332,0.010502527,9.12,2
0.44061238,-0.027664337,0.010888423,-0.00703904,0.00067614415,0.010313025,9.24,2
0.47444612,-0.02629375,0.0102439895,-0.0075772447,0.00067898247,0.010122223,9.36,2
0.50664353,-0.024961755,0.009652325,-0.0080734575,0.0006849047,0.009930198,9.48,2
0.537276,-0.023666762,0.009110995,-0.008529489,0.00069375365,0.009737003,9.6,2
0.566414,-0.022407113,0.0086177215,-0.008947223,0.0007053989,0.009542714,9.72,2
0.5941212,-0.021181466,0.008170443,-0.009328238,0.0007197031,0.009347403,9.84,2
0.6204606,-0.019988326,0.007767126,-0.009674158,0.00073654746,0.009151104,9.96,2
0.6454938,-0.018826408,0.007405833,-0.009986588,0.00075580715,0.008953899,10.08,2
0.66927856,-0.017694356,0.0070846695,-0.010267035,0.00077736145,0.008755833,10.2,2
0.6918646,-0.016590968,0.0068018045,-0.010516784,0.0008011152,0.008556962,10.32,2
0.71331125,-0.01551505,0.006555692,-0.010737305,0.00082694774,0.00835733,10.44,2
0.7336677,-0.014465448,0.0063445223,-0.010929923,0.0008547644,0.008156994,10.56,2
0.7529771,-0.013441131,0.0061668768,-0.011095738,0.00088447373,0.007955995,10.68,2
0.77128875,-0.012441077,0.006021348,-0.011236037,0.0009159879,0.0077543724,10.8,2
0.7886452,-0.0114642205,0.0059062093,-0.011351895,0.0009492047,0.0075521762,10.92,2
0.8050895,-0.010509648,0.0058202976,-0.011444454,0.0009840501,0.0073494404,11.04,2
0.82066196,-0.009576457,0.0057623107,-0.011514716,0.0010204436,0.007146215,11.16,2
0.8353986,-0.008663766,0.0057309456,-0.01156364,0.0010583135,0.0069425236,11.28,2
0.84934175,-0.0077707837,0.005725166,-0.011592293,0.001097572,0.006738397,11.4,2
0.86252064,-0.0068966495,0.005743606,-0.011601444,0.0011381621,0.0065338872,11.52,2
0.87496936,-0.0060406723,0.0057853023,-0.011591993,0.0011800133,0.0063290093,11.64,2
0.8867222,-0.005202116,0.0058491854,-0.011564808,0.0012230608,0.0061238063,11.76,2
0.89780927,-0.0043802015,0.0059343246,-0.01152068,0.0012672567,0.0059183016,11.88,2
0.9082611,-0.0035743536,0.00603965,-0.011460361,0.0013125159,0.0057125217,12.0,2
