Temp,EB,Sty,H2,BeEt,ToMe,t,Run
140.18808,4.747277,-0.06397684,0.029302413,0.0027716747,-0.0012803188,0.0,0
132.23132,4.5322676,0.1523673,0.21171309,0.031983893,0.0037231243,0.12,0
125.15146,4.33638,0.34861758,0.3782437,0.0568033,0.009402607,0.24,0
118.84246,4.1579814,0.52635336,0.53006005,0.07794084,0.015576392,0.36,0
113.20595,3.9954329,0.6872254,0.6683623,0.096030824,0.022088645,0.48,0
108.1542,3.8471541,0.83286244,0.7943421,0.11161367,0.028813366,0.6,0
103.61079,3.7116692,0.9648082,0.9091439,0.12513684,0.035652872,0.72,0
99.509995,3.587627,1.0844871,1.01384,0.1369647,0.042533893,0.84,0
95.79571,3.473811,1.1931889,1.1094157,0.14739127,0.049402997,0.96,0
92.42009,3.369135,1.2920685,1.1967636,0.15665284,0.056222275,1.08,0
89.34242,3.2726378,1.3821515,1.2766856,0.16493924,0.06296563,1.2,0
86.527985,3.1834707,1.4643453,1.349898,0.17240335,0.0696158,1.3199999999999998,0
83.94708,3.1008866,1.5394516,1.4170376,0.17916878,0.076162025,1.44,0
81.574234,3.024228,1.6081774,1.4786706,0.18533602,0.08259822,1.56,0
79.387505,2.9529154,1.6711484,1.5353,0.19098733,0.08892168,1.68,0
77.36793,2.8864396,1.728917,1.5873735,0.19619039,0.09513205,1.7999999999999998,0
75.49902,2.8243492,1.781974,1.6352897,0.20100135,0.10123059,1.92,0
73.76646,2.766246,1.8307543,1.6794041,0.20546715,0.107219644,2.04,0
72.15763,2.7117772,1.8756459,1.7200353,0.20962733,0.11310226,2.16,0
70.661514,2.6606286,1.9169947,1.7574689,0.21351539,0.11888186,2.28,0
69.268326,2.6125202,1.9551105,1.7919619,0.21715999,0.12456217,2.4,0
67.96943,2.5672019,1.9902716,1.823746,0.22058569,0.13014689,2.52,0
66.757126,2.5244505,2.0227275,1.8530309,0.22381385,0.13563976,2.64,0
65.62455,2.4840646,2.0527036,1.8800066,0.226863,0.14104442,2.76,0
64.56552,2.4458628,2.0804038,1.904846,0.2297495,0.14636439,2.88,0
63.574524,2.4096823,2.1060126,1.9277065,0.23248765,0.15160304,3.0,0
62.64654,2.3753746,2.1296968,1.948732,0.23509023,0.15676358,3.12,0
61.777058,2.3428059,2.1516094,1.9680545,0.23756862,0.16184905,3.24,0
60.96197,2.3118544,2.1718886,1.9857943,0.23993294,0.16686225,3.36,0
60.197536,2.282409,2.190661,2.0020633,0.24219233,0.17180592,3.48,0
59.48034,2.2543683,2.2080421,2.016963,0.24435507,0.17668253,3.6,0
58.80727,2.2276392,2.224139,2.0305889,0.24642862,0.18149453,3.72,0
58.175465,2.202137,2.239048,2.0430274,0.24841984,0.18624409,3.84,0
57.58228,2.1777837,2.2528594,2.05436,0.25033492,0.19093335,3.96,0
57.025307,2.1545074,2.2656553,2.064661,0.25217953,0.19556423,4.08,0
56.5023,2.1322417,2.2775111,2.0740004,0.253959,0.2001386,4.2,0
56.01119,2.110926,2.288497,2.082443,0.255678,0.20465825,4.32,0
55.550056,2.090503,2.298678,2.0900486,0.25734103,0.20912476,4.44,0
55.11712,2.070921,2.3081133,2.0968733,0.25895217,0.21353973,4.56,0
54.710716,2.0521314,2.3168588,2.1029696,0.2605152,0.21790463,4.68,0
54.32931,2.0340889,2.3249652,2.1083865,0.2620337,0.22222085,4.8,0
53.971462,2.0167515,2.332481,2.1131694,0.2635109,0.2264897,4.92,0
53.635826,2.0000806,2.3394492,2.1173608,0.26494986,0.23071249,5.04,0
53.321148,1.9840394,2.3459113,2.121001,0.26635337,0.23489036,5.16,0
53.02625,1.9685942,2.3519056,2.1241271,0.26772407,0.2390245,5.279999999999999,0
52.750023,1.9537134,2.3574672,2.1267743,0.26906446,0.24311596,5.4,0
52.49143,1.9393673,2.3626294,2.1289752,0.27037683,0.24716586,5.52,0
52.249508,1.925528,2.3674228,2.1307604,0.27166328,0.2511752,5.64,0
52.023335,1.9121696,2.371876,2.1321592,0.27292585,0.25514495,5.76,0
51.81205,1.8992676,2.3760157,2.1331987,0.27416646,0.2590761,5.88,0
51.614834,1.8867995,2.3798666,2.1339045,0.2753868,0.2629695,6.0,0
51.430927,1.8747433,2.3834524,2.1342998,0.2765886,0.26682603,6.12,0
51.25961,1.8630792,2.3867943,2.1344075,0.27777338,0.27064657,6.24,0
51.10019,1.8517879,2.3899128,2.1342492,0.27894256,0.27443206,6.359999999999999,0
50.952023,1.8408518,2.3928266,2.133844,0.2800975,0.27818322,6.48,0
50.8145,1.830254,2.3955536,2.1332107,0.28123954,0.2819008,6.6,0
50.68704,1.8199781,2.39811,2.132367,0.2823698,0.28558567,6.72,0
50.5691,1.8100096,2.400511,2.1313293,0.28348938,0.28923857,6.84,0
50.46016,1.8003343,2.4027717,2.130113,0.28459942,0.29286024,6.96,0
50.359726,1.7909386,2.4049048,2.1287324,0.28570086,0.29645145,7.08,0
50.267323,1.7818103,2.406923,2.1272018,0.28679457,0.30001286,7.199999999999999,0
50.18252,1.7729372,2.4088385,2.1255336,0.2878815,0.30354518,7.319999999999999,0
50.104897,1.7643077,2.410662,2.1237397,0.28896242,0.30704913,7.439999999999999,0
50.034042,1.7559117,2.412403,2.121832,0.2900381,0.3105254,7.56,0
49.969578,1.7477386,2.4140725,2.1198208,0.2911092,0.31397462,7.68,0
49.911148,1.7397791,2.4156783,2.117716,0.29217643,0.31739748,7.8,0
49.858402,1.7320243,2.417229,2.1155272,0.2932404,0.32079467,7.92,0
49.81102,1.7244651,2.4187324,2.113263,0.29430166,0.32416683,8.04,0
49.76869,1.7170936,2.420196,2.1109314,0.29536074,0.32751453,8.16,0
49.731106,1.7099019,2.4216263,2.1085408,0.29641825,0.3308385,8.28,0
49.697987,1.7028829,2.42303,2.1060977,0.29747453,0.33413932,8.4,0
49.669064,1.6960294,2.4244125,2.1036093,0.29853013,0.33741763,8.52,0
49.644085,1.6893351,2.4257798,2.1010818,0.29958534,0.340674,8.64,0
49.6228,1.6827935,2.4271364,2.098521,0.30064055,0.34390908,8.76,0
49.604977,1.6763986,2.428488,2.0959325,0.30169615,0.3471235,8.879999999999999,0
49.590393,1.6701448,2.429838,2.0933213,0.3027525,0.3503178,9.0,0
49.578827,1.6640266,2.4311912,2.0906928,0.3038098,0.3534926,9.12,0
49.570087,1.6580391,2.4325514,2.088051,0.30486834,0.35664842,9.24,0
49.563972,1.6521772,2.4339223,2.0854,0.3059284,0.35978594,9.36,0
49.560295,1.6464363,2.4353068,2.082744,0.30699018,0.36290568,9.48,0
49.558887,1.6408122,2.4367082,2.080086,0.30805394,0.36600828,9.6,0
49.559574,1.6353005,2.4381297,2.0774295,0.3091198,0.36909422,9.72,0
49.56219,1.6298971,2.4395733,2.0747783,0.3101879,0.37216413,9.84,0
49.566578,1.6245983,2.4410422,2.0721345,0.31125852,0.37521854,9.96,0
49.57259,1.6194001,2.4425383,2.069501,0.3123317,0.37825796,10.08,0
49.580086,1.6142995,2.4440634,2.06688,0.31340757,0.38128304,10.2,0
49.588932,1.6092931,2.4456203,2.0642738,0.31448627,0.3842943,10.32,0
49.598984,1.6043777,2.44721,2.0616846,0.31556785,0.38729227,10.44,0
49.610126,1.5995504,2.4488347,2.0591145,0.31665236,0.39027745,10.56,0
49.622246,1.5948082,2.450496,2.0565646,0.31773993,0.39325044,10.68,0
49.635212,1.5901483,2.452195,2.0540366,0.31883058,0.39621174,10.8,0
49.648926,1.5855682,2.453933,2.051532,0.31992438,0.39916188,10.92,0
49.663273,1.5810653,2.4557116,2.0490518,0.32102132,0.4021014,11.04,0
49.678154,1.5766374,2.4575315,2.0465975,0.32212144,0.40503082,11.16,0
49.693478,1.572282,2.459394,2.04417,0.32322472,0.40795067,11.28,0
49.709137,1.5679969,2.4613,2.04177,0.32433116,0.4108615,11.4,0
49.72504,1.5637803,2.4632504,2.0393982,0.32544076,0.4137638,11.52,0
49.741108,1.5596299,2.465246,2.0370555,0.3265535,0.41665804,11.64,0
49.757256,1.5555439,2.4672873,2.0347424,0.32766932,0.41954482,11.76,0
49.773396,1.5515206,2.4693751,2.0324595,0.32878822,0.42242455,11.88,0
49.78946,1.5475584,2.4715102,2.030207,0.3299101,0.4252978,12.0,0
127.32912,3.0788279,-0.035311542,-0.005150545,-6.361089e-05,0.00031313306,0.0,1
121.63833,2.9424808,0.098671935,0.114644,0.018525528,0.0013336858,0.12,1
116.50816,2.8180947,0.2198748,0.22430933,0.034348607,0.002816946,0.24,1
111.86857,2.7043111,0.32985663,0.32480857,0.047868293,0.0046765376,0.36,1
107.65849,2.5999312,0.42997974,0.41702136,0.05947416,0.006839222,0.48,1
103.82518,2.5039055,0.5214223,0.50174594,0.0694901,0.009243967,0.6,1
100.32328,2.4153183,0.60519665,0.57970214,0.07818327,0.011840415,0.72,1
97.11387,2.3333733,0.6821698,0.6515359,0.08577321,0.014587248,0.84,1
94.16351,2.2573779,0.75308377,0.71782553,0.09243997,0.017450644,0.96,1
91.443474,2.1867304,0.8185745,0.7790869,0.09833128,0.020402929,1.08,1
88.92896,2.1209059,0.87918866,0.8357796,0.103568494,0.023421442,1.2,1
86.59859,2.059446,0.93539786,0.88831365,0.10825153,0.026487604,1.3199999999999998,1
84.43379,2.0019493,0.98761123,0.9370543,0.112462886,0.029586151,1.44,1
82.41845,1.9480629,1.0361853,0.9823273,0.11627092,0.032704517,1.56,1
80.53846,1.8974754,1.0814328,1.0244238,0.11973245,0.035832357,1.68,1
78.78149,1.8499117,1.1236295,1.0636046,0.12289488,0.03896111,1.7999999999999998,1
77.136696,1.8051269,1.16302,1.1001031,0.12579796,0.042083707,1.92,1
75.59451,1.7629032,1.1998222,1.1341294,0.12847508,0.04519432,2.04,1
74.146484,1.723045,1.2342317,1.1658721,0.13095447,0.048288114,2.16,1
72.78511,1.6853775,1.2664242,1.1955024,0.13326004,0.051361103,2.28,1
71.50369,1.6497425,1.296559,1.2231747,0.1354122,0.054409996,2.4,1
70.29626,1.6159979,1.3247803,1.2490287,0.13742834,0.057432074,2.52,1
69.157425,1.5840145,1.3512203,1.2731923,0.13932343,0.060425136,2.64,1
68.082375,1.5536748,1.3759989,1.2957815,0.14111033,0.063387364,2.76,1
67.06676,1.5248717,1.3992268,1.3169023,0.14280023,0.066317305,2.88,1
66.10661,1.4975076,1.4210057,1.3366519,0.14440274,0.06921378,3.0,1
65.19837,1.4714934,1.4414291,1.35512,0.14592637,0.072075866,3.12,1
64.33877,1.4467462,1.460584,1.3723884,0.1473785,0.07490284,3.24,1
63.52482,1.4231906,1.4785502,1.3885329,0.1487656,0.07769414,3.36,1
62.7538,1.4007571,1.4954026,1.4036237,0.1500934,0.08044941,3.48,1
62.023212,1.379381,1.5112098,1.4177253,0.151367,0.08316835,3.6,1
61.33074,1.3590027,1.5260367,1.4308981,0.15259089,0.08585082,3.72,1
60.67427,1.3395668,1.539943,1.4431977,0.15376908,0.088496745,3.84,1
60.05182,1.3210222,1.5529847,1.4546764,0.15490517,0.091106124,3.96,1
59.46158,1.3033208,1.565214,1.4653827,0.15600237,0.093679026,4.08,1
58.90186,1.2864183,1.5766798,1.4753616,0.15706362,0.0962156,4.2,1
58.371075,1.2702729,1.587428,1.4846559,0.15809152,0.098716035,4.32,1
57.867764,1.2548457,1.5975014,1.493305,0.15908846,0.1011805,4.44,1
57.39056,1.2401006,1.60694,1.5013458,0.1600566,0.103609286,4.56,1
56.938168,1.2260033,1.6157815,1.5088137,0.16099796,0.10600265,4.68,1
56.509396,1.2125216,1.6240618,1.5157416,0.1619143,0.10836093,4.8,1
56.10311,1.1996257,1.6318138,1.5221598,0.1628073,0.110684425,4.92,1
