tB,tS,tP,tV,t,Run
53.214413,62.83383,13.873938,15.050015,135.0,1
51.53884,62.228348,13.904269,15.380016,138.0,1
49.959267,61.67941,13.918797,15.710017,141.0,1
48.471104,61.182995,13.919035,16.040018,144.0,1
47.069748,60.735317,13.906419,16.37002,147.0,1
45.750603,60.333076,13.882295,16.70002,150.0,1
44.509132,59.9732,13.847917,17.030022,153.0,1
43.340923,59.65297,13.804444,17.360022,156.0,1
42.241676,59.369728,13.752941,17.690023,159.0,1
41.207207,59.12114,13.694382,18.020023,162.0,1
40.233524,58.905033,13.629651,18.350025,165.0,1
39.316807,58.7193,13.5595455,18.680025,168.0,1
38.45338,58.562107,13.484791,19.010027,171.0,1
37.639805,58.431618,13.4060335,19.340027,174.0,1
36.87279,58.32622,13.323853,19.670029,177.0,1
36.14925,58.244312,13.238765,20.00003,180.0,1
35.466278,58.18449,13.15123,20.33003,183.0,1
34.821156,58.14542,13.061656,20.660032,186.0,1
34.211323,58.12582,12.970404,20.990032,189.0,1
33.634403,58.124554,12.877791,21.320034,192.0,1
33.088192,58.140495,12.784097,21.650034,195.0,1
32.57062,58.172703,12.689568,21.980034,198.0,1
5.0,0.0,0.0,0.2,0.0,2
3.296424,364.38058,-0.0016166316,0.53000003,3.0,2
13.491208,401.181,-0.24076355,0.86000013,6.0,2
22.029312,402.18054,-0.24456091,1.1900002,9.0,2
30.471357,393.92365,-0.16988216,1.5200001,12.0,2
39.26011,381.67157,-0.05343388,1.8500003,15.0,2
48.5119,364.75415,0.09263407,2.1800003,18.0,2
58.210167,346.72183,0.2636667,2.5100005,21.0,2
68.28195,326.565,0.4586118,2.8400006,24.0,2
78.561195,306.0259,0.67822266,3.1700003,27.0,2
88.76189,283.07632,0.9265719,3.5,30.0,2
98.50494,261.0249,1.2094209,3.83,33.0,2
107.47,239.75293,1.5312761,4.1600003,36.0,2
115.39955,221.04599,1.8940408,4.4900007,39.0,2
122.08407,203.36627,2.2995284,4.8200006,42.0,2
127.36266,188.07971,2.7481735,5.150001,45.0,2
131.21088,174.16257,3.2367394,5.4800014,48.0,2
133.62393,161.8921,3.763102,5.8100014,51.0,2
134.846,151.84209,4.3141007,6.140001,54.0,2
134.99786,142.21982,4.88623,6.4700003,57.0,2
134.09349,133.64122,5.4814577,6.8,60.0,2
132.28987,125.86505,6.0938354,7.1299996,63.0,2
129.91196,119.602615,6.7077274,7.46,66.0,2
127.14426,113.676094,7.316508,7.7900004,69.0,2
123.88073,107.88058,7.929104,8.120001,72.0,2
120.2872,103.08314,8.536491,8.450001,75.0,2
116.57117,98.75722,9.127452,8.780002,78.0,2
112.66034,94.46782,9.706941,9.110002,81.0,2
108.69502,91.02261,10.265495,9.440002,84.0,2
104.88627,88.07321,10.790177,9.770002,87.0,2
101.0248,84.778114,11.293938,10.100002,90.0,2
97.22604,82.37659,11.767542,10.430003,93.0,2
93.674355,80.24032,12.199558,10.760003,96.0,2
90.149994,77.836845,12.603992,11.090004,99.0,2
86.65826,75.88081,12.97886,11.420005,102.0,2
83.3333,74.19249,13.315423,11.750006,105.0,2
80.18191,72.642685,13.614055,12.080007,108.0,2
77.17065,71.19207,13.877834,12.410007,111.0,2
74.20072,69.66249,14.113776,12.740008,114.0,2
71.34739,68.48398,14.317152,13.070009,117.0,2
68.6991,67.45365,14.484183,13.40001,120.0,2
66.19687,66.4062,14.621044,13.730011,123.0,2
63.879593,65.61376,14.727083,14.060012,126.0,2
61.666157,64.6521,14.810067,14.390014,129.0,2
59.533672,63.851112,14.872485,14.720015,132.0,2
57.61026,63.32782,14.907897,15.050015,135.0,2
55.778343,62.541447,14.926792,15.380016,138.0,2
53.969,61.84743,14.934112,15.710017,141.0,2
52.28068,61.354248,14.924276,16.040018,144.0,2
50.709923,60.834484,14.899442,16.37002,147.0,2
49.26488,60.44994,14.860512,16.70002,150.0,2
47.920662,60.03107,14.810771,17.030022,153.0,2
46.62488,59.600758,14.754468,17.360022,156.0,2
45.388287,59.24965,14.691285,17.690023,159.0,2
44.221313,58.92909,14.621227,18.020023,162.0,2
43.185593,58.79322,14.541181,18.350025,165.0,2
42.27449,58.635563,14.453294,18.680025,168.0,2
41.365356,58.310986,14.36627,19.010027,171.0,2
40.48524,58.162094,14.277694,19.340027,174.0,2
39.66129,57.997375,14.186198,19.670029,177.0,2
38.855072,57.804028,14.09443,20.00003,180.0,2
38.07789,57.67663,14.001461,20.33003,183.0,2
37.34642,57.577595,13.906384,20.660032,186.0,2
36.617043,57.4016,13.812133,20.990032,189.0,2
35.935757,57.39217,13.715403,21.320034,192.0,2
35.34811,57.431465,13.613997,21.650034,195.0,2
34.828526,57.459064,13.510428,21.980034,198.0,2
5.0,0.0,0.0,0.2,0.0,3
2.4702094,335.9599,0.019483093,0.53000003,3.0,3
12.042314,365.5942,-0.24623361,0.86000013,6.0,3
19.742401,367.81793,-0.27329203,1.1900002,9.0,3
27.197672,361.03204,-0.21721667,1.5200001,12.0,3
34.834145,349.9217,-0.11645336,1.8500003,15.0,3
42.79027,336.2427,0.016178494,2.1800003,18.0,3
51.089653,320.8364,0.17604531,2.5100005,21.0,3
59.683342,304.21332,0.3619343,2.8400006,24.0,3
68.460365,286.77118,0.57448477,3.1700003,27.0,3
77.25163,268.88748,0.8155945,3.5,30.0,3
85.83761,250.9547,1.0880691,3.83,33.0,3
93.96504,233.3781,1.3951824,4.1600003,36.0,3
101.37473,216.54636,1.7399799,4.4900007,39.0,3
107.83634,200.78719,2.124394,4.8200006,42.0,3
113.181145,186.32565,2.5484369,5.150001,45.0,3
117.32186,173.264,3.0098486,5.4800014,48.0,3
120.25378,161.59097,3.5043411,5.8100014,51.0,3
122.0396,151.21364,4.026319,6.140001,54.0,3
122.78683,141.99648,4.5696964,6.4700003,57.0,3
122.62585,133.79369,5.128513,6.8,60.0,3
121.69343,126.468925,5.6972566,7.1299996,63.0,3
120.12244,119.90431,6.270939,7.46,66.0,3
118.03613,114.001945,6.8450365,7.7900004,69.0,3
115.545616,108.68168,7.4153996,8.120001,72.0,3
112.74892,103.87787,7.9781666,8.450001,75.0,3
109.731,99.53602,8.5297165,8.780002,78.0,3
106.56429,95.60999,9.066665,9.110002,81.0,3
103.30961,92.05974,9.585855,9.440002,84.0,3
100.01705,88.84974,10.084409,9.770002,87.0,3
96.72725,85.9479,10.559764,10.100002,90.0,3
93.47251,83.324875,11.009704,10.430003,93.0,3
90.27794,80.95353,11.4324,10.760003,96.0,3
87.16259,78.80894,11.826443,11.090004,99.0,3
84.14058,76.868034,12.190841,11.420005,102.0,3
81.221886,75.109856,12.52503,11.750006,105.0,3
78.41334,73.51525,12.8288555,12.080007,108.0,3
75.71915,72.06704,13.102541,12.410007,111.0,3
73.14156,70.749794,13.346651,12.740008,114.0,3
70.68123,69.54985,13.562056,13.070009,117.0,3
68.337585,68.45527,13.74987,13.40001,120.0,3
66.1092,67.45546,13.911414,13.730011,123.0,3
63.993824,66.541306,14.048158,14.060012,126.0,3
61.98871,65.704796,14.161671,14.390014,129.0,3
60.09064,64.938965,14.253593,14.720015,132.0,3
58.29607,64.23777,14.325587,15.050015,135.0,3
56.60118,63.59587,14.379307,15.380016,138.0,3
55.00197,63.008595,14.416377,15.710017,141.0,3
53.494286,62.471783,14.438368,16.040018,144.0,3
52.07392,61.981762,14.446777,16.37002,147.0,3
50.736637,61.53514,14.443028,16.70002,150.0,3
49.478184,61.12895,14.42845,17.030022,153.0,3
48.29435,60.76034,14.404283,17.360022,156.0,3
47.180996,60.4268,14.371675,17.690023,159.0,3
46.134087,60.125957,14.331677,18.020023,162.0,3
45.149677,59.85556,14.285252,18.350025,165.0,3
44.22397,59.613583,14.233274,18.680025,168.0,3
43.353306,59.39809,14.176534,19.010027,171.0,3
42.534225,59.20728,14.115744,19.340027,174.0,3
41.763393,59.03941,14.051545,19.670029,177.0,3
41.03764,58.89292,13.984507,20.00003,180.0,3
40.353985,58.76628,13.915139,20.33003,183.0,3
39.7096,58.65811,13.843895,20.660032,186.0,3
39.101826,58.567047,13.771175,20.990032,189.0,3
38.52817,58.491875,13.697332,21.320034,192.0,3
37.98633,58.431454,13.622676,21.650034,195.0,3
37.474102,58.384636,13.547478,21.980034,198.0,3
5.0,0.0,0.0,0.2,0.0,4
3.3981295,368.23343,-0.003756851,0.53000003,3.0,4
13.640153,403.7217,-0.23947108,0.86000013,6.0,4
22.278196,408.11658,-0.2402589,1.1900002,9.0,4
30.932281,401.92834,-0.16160202,1.5200001,12.0,4
40.018135,390.39142,-0.040902708,1.8500003,15.0,4
49.667465,375.45844,0.10919726,2.1800003,18.0,4
59.890705,358.0657,0.28361788,2.5100005,21.0,4
70.610275,338.79892,0.48039758,2.8400006,24.0,4
81.66321,318.1491,0.6995034,3.1700003,27.0,4
92.79887,296.6267,0.9427159,3.5,30.0,4
103.684906,274.80493,1.2138085,3.83,33.0,4
113.9308,253.30954,1.5184364,4.1600003,36.0,4
123.13373,232.75969,1.8632995,4.4900007,39.0,4
130.94092,213.67741,2.2544706,4.8200006,42.0,4
137.10954,196.40105,2.6954758,5.150001,45.0,4
141.53941,181.04709,3.1861045,5.4800014,48.0,4
144.26636,167.53854,3.7225852,5.8100014,51.0,4
145.42497,155.6789,4.2988153,6.140001,54.0,4
145.20349,145.23105,4.907786,6.4700003,57.0,4
143.80754,135.9714,5.5425115,6.8,60.0,4
141.43898,127.71448,6.1963377,7.1299996,63.0,4
138.28578,120.31619,6.862872,7.46,66.0,4
134.5188,113.66773,7.5357747,7.7900004,69.0,4
130.29095,107.686516,8.20861,8.120001,72.0,4
125.73754,102.30791,8.874789,8.450001,75.0,4
120.97652,97.478745,9.527639,8.780002,78.0,4
116.1091,93.152855,10.160548,9.110002,81.0,4
111.22055,89.28788,10.767178,9.440002,84.0,4
106.38117,85.84373,11.341697,9.770002,87.0,4
101.647705,82.781845,11.879018,10.100002,90.0,4
97.06471,80.06506,12.374986,10.430003,93.0,4
92.66623,77.65799,12.826519,10.760003,96.0,4
88.477234,75.527374,13.231683,11.090004,99.0,4
84.51508,73.6425,13.589683,11.420005,102.0,4
80.79067,71.975494,13.900808,11.750006,105.0,4
77.309494,70.50123,14.166311,12.080007,108.0,4
74.07235,69.19748,14.388264,12.410007,111.0,4
71.07615,68.044495,14.569377,12.740008,114.0,4
68.31452,67.024796,14.712824,13.070009,117.0,4
65.77819,66.12286,14.822087,13.40001,120.0,4
63.455624,65.32475,14.900792,13.730011,123.0,4
61.333378,64.61785,14.952588,14.060012,126.0,4
59.396587,63.99067,14.981033,14.390014,129.0,4
57.629368,63.4326,14.989521,14.720015,132.0,4
56.015198,62.93391,14.981212,15.050015,135.0,4
54.53733,62.485596,14.9590025,15.380016,138.0,4
53.17907,62.07934,14.925487,15.710017,141.0,4
51.92415,61.707615,14.882954,16.040018,144.0,4
50.756954,61.36366,14.83338,16.37002,147.0,4
49.6628,61.041466,14.77844,16.70002,150.0,4
48.62807,60.735847,14.719522,17.030022,153.0,4
47.640472,60.442463,14.657732,17.360022,156.0,4
46.68909,60.157837,14.59393,17.690023,159.0,4
45.764458,59.879322,14.528742,18.020023,162.0,4
44.85866,59.605133,14.462591,18.350025,165.0,4
43.965336,59.334255,14.395719,18.680025,168.0,4
43.079662,59.066494,14.328206,19.010027,171.0,4
42.198326,58.80225,14.260009,19.340027,174.0,4
41.319405,58.542606,14.190979,19.670029,177.0,4
40.442345,58.28923,14.120889,20.00003,180.0,4
39.567783,58.044098,14.049449,20.33003,183.0,4
38.697414,57.809673,13.976341,20.660032,186.0,4
37.8339,57.588577,13.901231,20.990032,189.0,4
36.980606,57.38361,13.823794,21.320034,192.0,4
36.141518,57.197624,13.743728,21.650034,195.0,4
35.32099,57.03342,13.660762,21.980034,198.0,4
5.0,0.0,0.0,0.2,0.0,5
4.1790853,400.87756,-0.016100664,0.53000003,3.0,5
14.9922905,436.82867,-0.21951777,0.86000013,6.0,5
24.34492,437.88495,-0.19666345,1.1900002,9.0,5
33.79479,427.29526,-0.10113253,1.5200001,12.0,5
43.710735,411.08624,0.0319332,1.8500003,15.0,5
54.187862,391.55313,0.19116883,2.1800003,18.0,5
65.200165,369.82758,0.3722636,2.5100005,21.0,5
76.629074,346.6343,0.5738882,2.8400006,24.0,5
88.264946,322.57993,0.79677266,3.1700003,27.0,5
99.80858,298.27487,1.043745,3.5,30.0,5
110.88604,274.36868,1.3198208,3.83,33.0,5
121.08603,251.52014,1.6317073,4.1600003,36.0,5
130.0203,230.31615,1.9863424,4.4900007,39.0,5
137.39224,211.17258,2.388756,4.8200006,42.0,5
143.04732,194.2672,2.8402674,5.150001,45.0,5
146.9825,179.54338,3.3380694,5.4800014,48.0,5
149.31467,166.78003,3.876326,5.8100014,51.0,5
150.23006,155.68492,4.447932,6.140001,54.0,5
149.9385,145.96924,5.0459046,6.4700003,57.0,5
148.6449,137.38661,5.664044,6.8,60.0,5
146.53566,129.74316,6.2969575,7.1299996,63.0,5
143.77527,122.89213,6.939816,7.46,66.0,5
140.5067,116.72379,7.5880604,7.7900004,69.0,5
136.85335,111.155174,8.237182,8.120001,72.0,5
132.92094,106.12194,8.882593,8.450001,75.0,5
128.79926,101.57193,9.519605,8.780002,78.0,5
124.56345,97.46099,10.143452,9.110002,81.0,5
120.27564,93.74984,10.749391,9.440002,84.0,5
115.986176,90.40228,11.332815,9.770002,87.0,5
111.73515,87.38405,11.889401,10.100002,90.0,5
107.55382,84.662506,12.41525,10.430003,93.0,5
103.466064,82.20663,12.907007,10.760003,96.0,5
99.489845,79.98702,13.36197,11.090004,99.0,5
95.63839,77.976524,13.778153,11.420005,102.0,5
91.92126,76.15027,14.154323,11.750006,105.0,5
88.34514,74.486046,14.489979,12.080007,108.0,5
84.91457,72.96433,14.785319,12.410007,111.0,5
81.63236,71.56827,15.041172,12.740008,114.0,5
78.499916,70.28362,15.258899,13.070009,117.0,5
75.51745,69.09837,15.440302,13.40001,120.0,5
72.68412,68.002625,15.587522,13.730011,123.0,5
69.99817,66.988235,15.7029295,14.060012,126.0,5
67.457,66.04844,15.7890415,14.390014,129.0,5
65.05724,65.177666,15.848435,14.720015,132.0,5
62.79487,64.37118,15.883683,15.050015,135.0,5
60.665264,63.625015,15.8973,15.380016,138.0,5
58.663376,62.935604,15.891696,15.710017,141.0,5
56.783745,62.29981,15.86915,16.040018,144.0,5
55.020626,61.71475,15.831793,16.37002,147.0,5
53.368103,61.177647,15.781588,16.70002,150.0,5
51.8202,60.685947,15.720332,17.030022,153.0,5
50.37089,60.237118,15.649654,17.360022,156.0,5
49.014217,59.82879,15.57102,17.690023,159.0,5
47.744324,59.458588,15.485742,18.020023,162.0,5
46.555523,59.12424,15.394979,18.350025,165.0,5
45.44232,58.82352,15.29976,18.680025,168.0,5
44.399498,58.554356,15.200986,19.010027,171.0,5
43.422047,58.314663,15.0994425,19.340027,174.0,5
42.505245,58.102478,14.995813,19.670029,177.0,5
41.64462,57.91595,14.890691,20.00003,180.0,5
40.83601,57.753292,14.78458,20.33003,183.0,5
40.075504,57.61285,14.677917,20.660032,186.0,5
39.359432,57.493008,14.571071,20.990032,189.0,5
38.68446,57.39232,14.464349,21.320034,192.0,5
38.04742,57.309387,14.358015,21.650034,195.0,5
37.445457,57.24294,14.252283,21.980034,198.0,5
10.0,0.0,0.0,0.2,0.0,6
4.9178767,367.9023,0.022056049,0.53000003,3.0,6
14.669016,400.0647,-0.2187819,0.86000013,6.0,6
23.020782,401.20676,-0.22468637,1.1900002,9.0,6
31.369593,392.09467,-0.15151258,1.5200001,12.0,6
40.06019,378.072,-0.036420733,1.8500003,15.0,6
49.187206,361.16272,0.1084862,2.1800003,18.0,6
58.73711,342.3552,0.27891392,2.5100005,21.0,6
68.6181,322.27,0.4738883,2.8400006,24.0,6
78.66476,301.41116,0.69444126,3.1700003,27.0,6
88.64074,280.27124,0.94322956,3.5,30.0,6
98.25052,259.3647,1.2242887,3.83,33.0,6
107.16666,239.21136,1.542458,4.1600003,36.0,6
115.07303,220.28285,1.9022923,4.4900007,39.0,6
121.71454,202.93523,2.3066468,4.8200006,42.0,6
126.936844,187.3586,2.7555354,5.150001,45.0,6
130.70018,173.57027,3.2458606,5.4800014,48.0,6
133.06482,161.4526,3.7721195,5.8100014,51.0,6
134.15901,150.81346,4.3276052,6.140001,54.0,6
134.14503,141.44122,4.905484,6.4700003,57.0,6
133.1937,133.14024,5.4994144,6.8,60.0,6
131.46922,125.745766,6.103713,7.1299996,63.0,6
129.12196,119.12565,6.713272,7.46,66.0,6
126.28593,113.17606,7.323388,7.7900004,69.0,6
123.07845,107.815155,7.929613,8.120001,72.0,6
119.60083,102.977516,8.527666,8.450001,75.0,6
115.93933,98.60923,9.1134,8.780002,78.0,6
112.166405,94.66448,9.682819,9.110002,81.0,6
108.34184,91.10312,10.232137,9.440002,84.0,6
104.51419,87.88882,10.757846,9.770002,87.0,6
100.72206,84.988266,11.256797,10.100002,90.0,6
96.99558,82.370514,11.72627,10.430003,93.0,6
93.357666,80.006805,12.164047,10.760003,96.0,6
89.82536,77.870476,12.568446,11.090004,99.0,6
86.410934,75.93704,12.938342,11.420005,102.0,6
83.122826,74.18425,13.27317,11.750006,105.0,6
79.96655,72.59211,13.572893,12.080007,108.0,6
76.945244,71.14285,13.837961,12.410007,111.0,6
74.06027,69.82094,14.069263,12.740008,114.0,6
71.3116,68.612816,14.268048,13.070009,117.0,6
68.698044,67.50682,14.435858,13.40001,120.0,6
66.21751,66.49296,14.574459,13.730011,123.0,6
63.86719,65.56268,14.685776,14.060012,126.0,6
61.643684,64.708694,14.771826,14.390014,129.0,6
59.543095,63.92472,14.834659,14.720015,132.0,6
57.561127,63.20536,14.876325,15.050015,135.0,6
55.69318,62.545876,14.89883,15.380016,138.0,6
53.93439,61.942085,14.904107,15.710017,141.0,6
52.279774,61.39036,14.893989,16.040018,144.0,6
50.72421,60.88729,14.870204,16.37002,147.0,6
49.262543,60.42986,14.834361,16.70002,150.0,6
47.889656,60.015182,14.787942,17.030022,153.0,6
46.600452,59.64067,14.732306,17.360022,156.0,6
45.38995,59.30385,14.668689,17.690023,159.0,6
44.253315,59.002403,14.598212,18.020023,162.0,6
43.185886,58.734123,14.521879,18.350025,165.0,6
42.183136,58.496944,14.44059,18.680025,168.0,6
41.240788,58.28889,14.355143,19.010027,171.0,6
40.354733,58.108124,14.2662525,19.340027,174.0,6
39.521114,57.952866,14.1745405,19.670029,177.0,6
38.736305,57.821507,14.080562,20.00003,180.0,6
37.99686,57.71246,13.984797,20.33003,183.0,6
37.299572,57.624268,13.887668,20.660032,186.0,6
36.64145,57.555573,13.789536,20.990032,189.0,6
36.01969,57.505116,13.690722,21.320034,192.0,6
35.431705,57.47164,13.5914955,21.650034,195.0,6
34.875076,57.45409,13.49209,21.980034,198.0,6
7.5,0.0,0.0,0.2,0.0,7
4.1581197,368.0671,0.009165875,0.53000003,3.0,7
14.131921,400.35754,-0.22944336,0.86000013,6.0,7
22.561312,401.57172,-0.23409426,1.1900002,9.0,7
30.944254,392.51062,-0.1602337,1.5200001,12.0,7
39.65122,378.52744,-0.044785466,1.8500003,15.0,7
48.786915,361.64923,0.10027171,2.1800003,18.0,7
58.343185,342.86478,0.27070764,2.5100005,21.0,7
68.23186,322.79367,0.46557596,2.8400006,24.0,7
78.290306,301.93823,0.6859135,3.1700003,27.0,7
88.284325,280.7893,0.93436724,3.5,30.0,7
97.919655,259.8606,1.2149645,3.83,33.0,7
106.86895,239.67253,1.5325528,4.1600003,36.0,7
114.81469,220.6994,1.891723,4.4900007,39.0,7
121.49929,203.30165,2.2954004,4.8200006,42.0,7
126.76523,187.67422,2.7436798,5.150001,45.0,7
130.56992,173.83853,3.2335289,5.4800014,48.0,7
132.97168,161.67943,3.759479,5.8100014,51.0,7
134.09776,151.0054,4.314823,6.140001,54.0,7
134.11034,141.60452,4.892709,6.4700003,57.0,7
133.18057,133.28017,5.4867687,6.8,60.0,7
131.47322,125.86647,6.091297,7.1299996,63.0,7
129.13928,119.2304,6.7011666,7.46,66.0,7
126.31335,113.2673,7.3116612,7.7900004,69.0,7
123.11326,107.89492,7.9183254,8.120001,72.0,7
119.64084,103.04733,8.516872,8.450001,75.0,7
115.98276,98.67036,9.103148,8.780002,78.0,7
112.21178,94.71801,9.673156,9.110002,81.0,7
108.388016,91.14994,10.223098,9.440002,84.0,7
104.560265,87.92973,10.749461,9.770002,87.0,7
100.76737,85.02399,11.249088,10.100002,90.0,7
97.03962,82.40171,11.719254,10.430003,93.0,7
93.40009,80.03405,12.157728,10.760003,96.0,7
89.86594,77.89425,12.562821,11.090004,99.0,7
86.449455,75.9578,12.933399,11.420005,102.0,7
83.159225,74.202415,13.268887,11.750006,105.0,7
80.00076,72.60798,13.569241,12.080007,108.0,7
76.977264,71.15676,13.834907,12.410007,111.0,7
74.09013,69.833115,14.066769,12.740008,114.0,7
71.33933,68.623474,14.266072,13.070009,117.0,7
68.7237,67.51615,14.434358,13.40001,120.0,7
66.24117,66.50111,14.573393,13.730011,123.0,7
63.888927,65.56978,14.6851015,14.060012,126.0,7
61.663597,64.714836,14.771495,14.390014,129.0,7
59.561268,63.930008,14.834634,14.720015,132.0,7
57.57766,63.209858,14.876568,15.050015,135.0,7
55.708168,62.549667,14.899304,15.380016,138.0,7
53.947937,61.945244,14.904776,15.710017,141.0,7
52.29196,61.39293,14.894825,16.040018,144.0,7
50.735138,60.88933,14.87118,16.37002,147.0,7
49.272312,60.43139,14.835449,16.70002,150.0,7
47.89835,60.016266,14.789122,17.030022,153.0,7
46.608154,59.64135,14.733558,17.360022,156.0,7
45.396748,59.304173,14.669995,17.690023,159.0,7
44.259304,59.00239,14.599557,18.020023,162.0,7
43.191116,58.733795,14.52325,18.350025,165.0,7
42.18769,58.496346,14.441974,18.680025,168.0,7
