Temp,EB,Sty,H2,BeEt,ToMe,t,Run
139.47614,4.5683036,-0.31988418,0.14651206,0.013858373,-0.006401594,0.0,0
80.15977,3.5988407,1.4444298,1.4210725,0.20343904,0.056933735,1.3199999999999998,0
69.4306,2.567195,2.5216334,1.9363135,0.25988472,0.14977421,2.64,0
47.888153,2.5460594,2.3646882,1.9899945,0.23265575,0.20600545,3.96,0
49.45697,2.2570543,2.0232744,2.2134488,0.276989,0.25861073,5.279999999999999,0
46.347847,1.6927811,2.1412838,1.9776741,0.26943704,0.3118784,6.72,0
43.641117,1.4878751,2.4371493,2.1034973,0.30124852,0.33408484,8.04,0
48.868553,1.4204295,2.3956823,2.0237794,0.2725834,0.35791835,9.36,0
50.146717,1.5209056,2.3470578,1.9308699,0.3023146,0.36793962,10.68,0
37.95185,1.7825657,2.3575659,2.04306,0.31782746,0.4253423,12.0,0
129.99646,3.1316943,-0.1765577,-0.025752725,-0.00031805443,0.0015656654,0.0,1
98.111595,2.020025,0.94580823,0.82341945,0.09264292,0.0027822414,1.3199999999999998,1
59.480495,1.6967211,1.237155,1.4019221,0.14672692,0.03781288,2.64,1
61.979992,1.234773,1.5000792,1.5183508,0.15219262,0.13274986,3.96,1
61.760593,1.0338372,1.7542546,1.5823479,0.13676162,0.09942298,5.279999999999999,1
49.52779,1.0417175,1.6661981,1.7119948,0.16256404,0.17105626,6.72,1
43.18632,1.125024,1.8165702,1.6469803,0.17490068,0.1589864,8.04,1
54.59961,0.65642864,1.5873048,1.4234859,0.20351768,0.18697858,9.36,1
39.185253,1.2101377,1.5197647,1.5533609,0.17465132,0.20433462,10.68,1
53.03329,0.6178929,1.6497229,1.4312317,0.24132264,0.1744043,12.0,1
77.38651,2.935198,0.027922843,0.05970207,0.0130722085,0.023146817,0.0,2
48.069733,2.3861454,0.9323878,0.7391374,0.06587743,0.0062974347,1.3199999999999998,2
43.870724,2.0594726,1.1856751,0.9033234,0.06536442,0.022382211,2.64,2
31.535955,1.7269931,1.319896,1.0579001,0.051505983,0.014814572,3.96,2
28.71971,1.2356721,1.4989543,1.1539546,0.05613055,0.058393423,5.279999999999999,2
17.180893,1.2050455,1.4495468,1.0306005,0.07644761,0.09583979,6.72,2
16.83182,1.4980757,1.2750555,1.4263338,0.06164957,0.11863405,8.04,2
19.003536,0.95584905,1.439311,1.4909142,0.11171413,0.077952355,9.36,2
25.34194,0.98600256,1.608502,1.3425636,0.10065515,0.15083489,10.68,2
16.389278,1.7623631,1.408983,1.468247,0.06050678,0.12759578,12.0,2
90.30212,4.933984,0.08170617,0.040137142,0.020767175,-0.023706466,0.0,3
58.95771,3.402261,1.2846824,0.98868096,0.093647756,0.006933206,1.3199999999999998,3
27.484957,3.031323,1.6613375,1.4804728,0.09038143,0.09023304,2.64,3
25.003395,2.7422323,1.8415288,1.6472627,0.11271928,0.11970582,3.96,3
28.907488,2.4066958,2.099676,1.8919612,0.1243711,0.19111839,5.279999999999999,3
21.38092,2.614077,2.3384573,1.7501922,0.12361076,0.21352744,6.72,3
6.516273,2.5440853,1.9308113,1.9571439,0.13131885,0.23072521,8.04,3
21.097502,2.0348141,2.0728095,1.6947482,0.1552206,0.3043806,9.36,3
37.137535,2.6377082,2.2916777,2.022289,0.15186338,0.28377488,10.68,3
10.402951,2.5993898,2.0901299,1.7312745,0.12396759,0.3519791,12.0,3
67.05894,4.664695,-0.08074589,-0.011461374,0.010041034,-0.0019544405,0.0,4
40.501205,3.652962,0.93869996,0.7763493,0.048216656,-0.003443547,1.3199999999999998,4
28.044544,3.4973116,1.041097,1.2466673,0.03273518,0.065114066,2.64,4
23.783997,3.0697663,1.4201989,1.3538079,0.02715202,0.07550115,3.96,4
19.855577,2.6539085,1.6839871,1.3087827,0.04929341,0.096888505,5.279999999999999,4
8.993156,2.9548612,1.7716748,1.4249874,0.06874749,0.15798074,6.72,4
-0.70205456,2.7308004,1.8006461,1.5532564,0.07521943,0.19625846,8.04,4
2.3008814,2.4639041,1.9925126,1.7247106,0.087471195,0.1385355,9.36,4
0.08336244,2.599003,1.9204233,1.5149453,0.08265794,0.18604155,10.68,4
-8.182579,2.8027635,2.0176418,1.7073447,0.10993874,0.27772468,12.0,4
90.10347,3.3256836,0.16638295,0.018862505,-0.014230527,-0.02458575,0.0,5
48.85687,2.598328,0.88382876,0.75732684,0.039439224,0.0237251,1.3199999999999998,5
31.120438,2.3717022,1.3592734,1.1961522,0.065685526,0.025141552,2.64,5
32.948868,1.4910092,1.4581081,1.2539078,0.09288635,0.0729612,3.96,5
22.717497,1.6162324,1.3511398,1.4472091,0.095142975,0.094481386,5.279999999999999,5
20.412458,1.3614925,1.7834879,1.3319138,0.1153329,0.115953766,6.72,5
26.65881,1.7796875,1.651711,1.3482925,0.06730814,0.13470756,8.04,5
32.23346,1.5547153,1.6256884,1.4667989,0.083064705,0.16532597,9.36,5
24.902735,1.5221332,1.5816704,1.3522763,0.08423209,0.20667672,10.68,5
16.47757,1.290102,1.7564583,1.4736195,0.07929007,0.17515744,12.0,5
