x,y,t,Run
0.952294,0.86198866,0.0,0
0.83289754,0.39247358,0.25,0
1.4794521,0.30980566,0.55,0
1.1377801,0.12729107,0.8,0
2.0036578,0.113630734,1.05,0
2.7769015,-0.06256281,1.3,0
4.1332016,-0.028145444,1.6,0
6.0699425,0.09336185,1.85,0
7.8396587,0.4678849,2.1,0
7.03626,1.2267629,2.35,0
3.5591362,2.4700074,2.6500000000000004,0
2.2819812,1.9764111,2.9000000000000004,0
0.6101499,0.8848417,3.1500000000000004,0
1.1315219,0.48432952,3.4000000000000004,0
1.5494668,0.32774755,3.7,0
1.369089,0.11150556,3.95,0
1.624513,-0.20343216,4.2,0
3.0476766,0.050832756,4.45,0
3.6047316,0.35500452,4.75,0
5.9198437,-0.091291904,5.0,0
