Temp,EB,Sty,H2,BeEt,ToMe,t,Run
140.18808,4.747277,-0.06397684,0.029302413,0.0027716747,-0.0012803188,0.0,0
82.650475,3.1418633,1.4926585,1.4326319,0.19308127,0.06674197,1.3199999999999998,0
65.84441,2.4328375,2.1237364,1.8976566,0.23776926,0.13897078,2.64,0
55.080666,2.1792476,2.280293,2.052882,0.25028402,0.1936735,3.96,0
52.39231,1.9807299,2.3019032,2.1498194,0.27232823,0.2418408,5.279999999999999,0
50.31219,1.7727206,2.3713741,2.111388,0.28295794,0.28963992,6.72,0
49.230644,1.6710292,2.449454,2.1237924,0.2994565,0.3257482,8.04,0
50.104694,1.6099377,2.4491777,2.0858936,0.3033364,0.36048737,9.36,0
50.37262,1.5897346,2.4418917,2.0411701,0.31856194,0.3910718,10.68,0
48.036804,1.6061251,2.4435306,2.0357811,0.33070415,0.42991677,12.0,0
127.32912,3.0788279,-0.035311542,-0.005150545,-6.361089e-05,0.00031313306,0.0,1
86.74191,1.9791521,0.95744544,0.90963596,0.10425502,0.023888158,1.3199999999999998,1
65.79881,1.5525846,1.3282373,1.3121715,0.1387685,0.056581825,2.64,1
59.754246,1.2689725,1.5381167,1.4715065,0.1525443,0.0968145,3.96,1
56.26066,1.1179615,1.672606,1.5497049,0.15837258,0.10840424,5.279999999999999,1
51.856342,1.0460583,1.7028304,1.6056793,0.17138562,0.14052184,6.72,1
49.67842,1.0189159,1.7553302,1.6000587,0.18018796,0.15315104,8.04,1
51.512672,0.8939256,1.7206709,1.5523534,0.19178888,0.17294952,9.36,1
48.240578,0.98067373,1.7119999,1.569606,0.19161263,0.1899803,10.68,1
50.967182,0.842562,1.7392045,1.5333539,0.21035808,0.19703306,12.0,1
83.35019,3.0364645,0.0055845687,0.011940414,0.0026144418,0.0046293633,0.0,2
54.71469,2.3506138,0.7195445,0.66967034,0.044924933,0.012483505,1.3199999999999998,2
42.32413,1.9787202,1.0485032,0.96474993,0.057021163,0.03175935,2.64,2
33.243637,1.7284362,1.2370564,1.1423063,0.06126045,0.045313776,3.96,2
28.752693,1.5141772,1.3701065,1.2449735,0.06715975,0.06781156,5.279999999999999,2
23.927906,1.4265176,1.4235182,1.2696934,0.07556144,0.089203574,6.72,2
22.511131,1.4350177,1.4232798,1.3715054,0.0760539,0.10575666,8.04,2
22.148224,1.2907014,1.4773662,1.3941883,0.08923381,0.10908897,9.36,2
22.955076,1.26969,1.5241909,1.3664415,0.090013914,0.13472892,10.68,2
20.910168,1.4034499,1.4921852,1.3887405,0.08486293,0.14081661,12.0,2
95.73951,4.9043655,0.016341235,0.008027429,0.004153435,-0.0047412934,0.0,3
58.009808,3.6324077,1.1333342,1.0448431,0.0786544,0.03067743,1.3199999999999998,3
38.20428,3.1100168,1.6016711,1.4995217,0.096512765,0.08402306,2.64,3
30.851376,2.8047466,1.8420355,1.7044092,0.11130967,0.122714214,3.96,3
28.023775,2.589845,2.0042918,1.8343128,0.12114454,0.16665977,5.279999999999999,3
24.49439,2.5295143,2.1170874,1.841031,0.12779261,0.20110896,6.72,3
20.589922,2.451403,2.0681112,1.8890207,0.13494122,0.23050201,8.04,3
23.042881,2.3006804,2.1152258,1.8303856,0.14500318,0.2701042,9.36,3
26.042004,2.3810856,2.1700974,1.8830006,0.14941646,0.28997406,10.68,3
20.624434,2.338371,2.1366541,1.8084337,0.14879169,0.3268453,12.0,3
67.59904,4.69277,-0.016149178,-0.0022922747,0.002008207,-0.00039088813,0.0,4
39.50435,3.8121393,0.82311285,0.77519673,0.037108697,0.0147572905,1.3199999999999998,4
25.207085,3.4085555,1.1822339,1.1848618,0.044784393,0.051509023,2.64,4
17.657429,3.0986984,1.4537611,1.3796643,0.049976714,0.07591874,3.96,4
12.994354,2.8742878,1.6222239,1.465411,0.058985297,0.10114972,5.279999999999999,4
8.42537,2.834959,1.7136145,1.5409307,0.06696835,0.13494241,6.72,4
5.2563963,2.7279747,1.759359,1.5876392,0.071588784,0.1614936,8.04,4
5.158658,2.628621,1.8223537,1.6282992,0.077140145,0.16820106,9.36,4
4.327978,2.6193507,1.8235296,1.5842094,0.079143226,0.1954329,10.68,4
2.4695842,2.6296735,1.8532376,1.6156677,0.08747874,0.2310553,12.0,4
89.92502,3.4590297,0.03327659,0.0037725011,-0.0028461053,-0.00491715,0.0,5
56.118343,2.634578,0.8008416,0.7602833,0.047534768,0.020002997,1.3199999999999998,5
40.305202,2.2446742,1.2055614,1.1368672,0.06692,0.04109826,2.64,5
33.911423,1.8678437,1.3988767,1.302827,0.08036374,0.06980193,3.96,5
27.995546,1.7688811,1.478397,1.4250082,0.08651566,0.091498874,5.279999999999999,5
25.150919,1.6318749,1.6283754,1.4479318,0.09557648,0.113319665,6.72,5
25.179068,1.6626859,1.6356776,1.4697345,0.09001157,0.13220087,8.04,5
25.605112,1.5794432,1.6505053,1.4989904,0.0969014,0.15280214,9.36,5
23.764633,1.5434675,1.6536367,1.4740518,0.100689955,0.1750414,10.68,5
21.89161,1.4729745,1.6956943,1.4918702,0.10313803,0.18228781,12.0,5
