x,y,t,Run
0.952294,0.86198866,0.0,0
0.91470927,0.744045,0.05,0
0.890826,0.6404293,0.1,0
0.879147,0.54999316,0.15,0
0.87853783,0.47142467,0.2,0
0.8881088,0.40339646,0.25,0
0.90714407,0.34464723,0.3,0
0.93506116,0.2940216,0.35,0
0.9713864,0.25048396,0.4,0
1.0157404,0.21311894,0.45,0
1.0678294,0.18112405,0.5,0
1.1274383,0.15379943,0.55,0
1.1944275,0.13053626,0.6000000000000001,0
1.2687298,0.1108057,0.65,0
1.3503487,0.094148405,0.7000000000000001,0
1.4393564,0.08016548,0.75,0
1.5358948,0.06851038,0.8,0
1.6401746,0.058882017,0.8500000000000001,0
1.7524762,0.05101912,0.9,0
1.8731503,0.044695474,0.95,0
2.0026186,0.039716467,1.0,0
2.1413734,0.035916556,1.05,0
2.2899766,0.03315792,1.1,0
2.449055,0.031330537,1.15,0
2.6192942,0.030353727,1.2000000000000002,0
2.8014219,0.030179735,1.25,0
2.9961886,0.030799687,1.3,0
3.204332,0.03225271,1.35,0
3.4265223,0.034638878,1.4,0
3.6632931,0.03813702,1.4500000000000002,0
3.9149325,0.043028,1.5,0
4.181351,0.049724415,1.55,0
4.4619102,0.058806084,1.6,0
4.755214,0.07106018,1.65,0
5.058889,0.087522514,1.7000000000000002,0
5.369348,0.10951273,1.75,0
5.681607,0.13865444,1.8,0
5.9891524,0.17686611,1.85,0
6.2839212,0.2263076,1.9,0
6.5564103,0.28926945,1.95,0
6.7958927,0.36799404,2.0,0
6.9907293,0.46443334,2.0500000000000003,0
7.1287117,0.579957,2.1,0
7.1974115,0.7150406,2.15,0
7.1846113,0.8689572,2.2,0
7.07909,1.0394853,2.25,0
6.8722773,1.2225872,2.3000000000000003,0
6.5612464,1.412024,2.35,0
6.152583,1.5989916,2.4000000000000004,0
5.6648827,1.7721885,2.45,0
5.1269183,1.9190199,2.5,0
4.571359,2.02813,2.5500000000000003,0
4.027767,2.0920925,2.6,0
3.5186865,2.1085198,2.6500000000000004,0
3.0591404,2.0793521,2.7,0
2.6575506,2.0095491,2.75,0
2.3167033,1.906107,2.8000000000000003,0
2.0346591,1.7773708,2.85,0
1.8059775,1.632283,2.9000000000000004,0
1.6232977,1.4794679,2.95,0
1.4788886,1.3263596,3.0,0
1.365766,1.1786581,3.0500000000000003,0
1.2782174,1.0402017,3.1,0
1.2118548,0.9131734,3.1500000000000004,0
1.163418,0.7984754,3.2,0
1.1305033,0.6961167,3.25,0
1.1113205,0.605551,3.3000000000000003,0
1.1045082,0.52592415,3.35,0
1.1090074,0.45624465,3.4000000000000004,0
1.1239779,0.39549223,3.45,0
1.1487465,0.34267923,3.5,0
1.182773,0.29688564,3.5500000000000003,0
1.2256306,0.25727367,3.6,0
1.276992,0.22309172,3.65,0
1.3366196,0.19367237,3.7,0
1.4043605,0.16842604,3.75,0
1.4801425,0.14683443,3.8,0
1.5639699,0.12844315,3.85,0
1.6559232,0.11285453,3.9,0
1.7561564,0.09972149,3.95,0
1.8648977,0.08874158,4.0,0
1.982449,0.07965242,4.05,0
2.109182,0.07222834,4.1000000000000005,0
2.2455423,0.06627724,4.15,0
2.3920383,0.06163979,4.2,0
2.5492449,0.058189023,4.25,0
2.7177825,0.055832382,4.3,0
2.8983047,0.05451531,4.3500000000000005,0
3.0914779,0.054227594,4.4,0
3.2979274,0.055012934,4.45,0
3.5181973,0.056982353,4.5,0
3.7526562,0.06033229,4.55,0
4.001394,0.0653681,4.6000000000000005,0
4.2640934,0.07253321,4.65,0
4.5398383,0.082442984,4.7,0
4.8269353,0.09592234,4.75,0
5.1226835,0.114041165,4.800000000000001,0
5.4231753,0.13814221,4.8500000000000005,0
5.723135,0.16985135,4.9,0
6.015809,0.21105401,4.95,0
6.2929907,0.26383063,5.0,0
