tB,tS,tP,tV,t,Run
48.378147,43.337597,13.98446,18.350025,165.0,7
47.503174,44.009777,13.987186,18.680025,168.0,7
46.646996,44.72698,13.994165,19.010027,171.0,7
45.807392,45.482346,14.004237,19.340027,174.0,7
44.98258,46.270752,14.01661,19.670029,177.0,7
44.17104,47.088917,14.030743,20.00003,180.0,7
43.37149,47.934086,14.046272,20.33003,183.0,7
42.58279,48.804592,14.062944,20.660032,186.0,7
41.80385,49.699074,14.080593,20.990032,189.0,7
41.03366,50.616528,14.099095,21.320034,192.0,7
40.271294,51.556564,14.118379,21.650034,195.0,7
39.515907,52.518497,14.138375,21.980034,198.0,7
-11.899417,-39.174023,2.4873195,0.2,0.0,8
-19.00662,359.48706,4.049489,0.47,3.0,8
-2.995564,366.22568,2.5880508,0.74,6.0,8
10.6423855,365.3663,1.930439,1.01,9.0,8
23.301296,362.82495,1.5582659,1.28,12.0,8
35.23688,360.3622,1.3428086,1.5499998,15.0,8
46.51926,357.75476,1.2369416,1.8199995,18.0,8
57.21045,353.9702,1.2176496,2.089999,21.0,8
67.39451,347.8396,1.27032,2.3599987,24.0,8
77.16424,338.42685,1.3834487,2.6299984,27.0,8
86.59614,325.1924,1.5470316,2.8999984,30.0,8
95.72472,308.03244,1.7525786,3.1699982,33.0,8
104.52053,287.2606,1.9940758,3.439998,36.0,8
112.87217,263.57962,2.2695158,3.7099977,39.0,8
120.57307,238.06157,2.5827253,3.9799972,42.0,8
127.31787,212.1292,2.9449403,4.2499967,45.0,8
132.71992,187.49031,3.3746383,4.5199966,48.0,8
136.36969,165.941,3.8931842,4.789996,51.0,8
137.95244,148.93738,4.5141635,5.0599957,54.0,8
137.40727,136.9805,5.2285786,5.3299956,57.0,8
135.04128,129.19904,5.996763,5.5999956,60.0,8
131.4746,123.70124,6.760784,5.869996,63.0,8
127.40318,118.66725,7.473852,6.1399975,66.0,8
123.35343,113.2386,8.12088,6.409999,69.0,8
119.60308,107.4987,8.71319,6.6800003,72.0,8
116.2474,101.92528,9.270017,6.9500012,75.0,8
113.2896,96.96137,9.805625,7.2200027,78.0,8
110.693756,92.86876,10.326425,7.490004,81.0,8
108.40577,89.73145,10.833304,7.760005,84.0,8
106.36112,87.49912,11.324785,8.030006,87.0,8
104.489655,86.03222,11.7993,8.300008,90.0,8
102.71941,85.14065,12.256278,8.570009,93.0,8
100.97902,84.61376,12.696329,8.840011,96.0,8
99.19837,84.238304,13.120894,9.110011,99.0,8
97.30778,83.80718,13.531614,9.3800125,102.0,8
95.23646,83.12074,13.929479,9.650014,105.0,8
92.911644,81.98669,14.313758,9.920015,108.0,8
90.26049,80.22347,14.680539,10.190017,111.0,8
87.21794,77.67558,15.020813,10.460018,114.0,8
83.74539,74.24872,15.318423,10.730019,117.0,8
79.86267,69.966675,15.549225,11.000018,120.0,8
75.68682,65.031555,15.684161,11.270017,123.0,8
71.4496,59.83572,15.699027,11.540015,126.0,8
67.453285,54.872208,15.589099,11.810016,129.0,8
63.960773,50.56927,15.378397,12.080017,132.0,8
61.092308,47.163208,15.113037,12.3500185,135.0,8
58.811375,44.686188,14.842031,12.620019,138.0,8
56.9921,43.034073,14.600577,12.89002,141.0,8
55.496082,42.044907,14.405153,13.160022,144.0,8
54.212704,41.55451,14.257749,13.430023,147.0,8
53.066467,41.424885,14.152551,13.700025,150.0,8
52.00992,41.55189,14.081096,13.970026,153.0,8
51.014164,41.86161,14.035122,14.240027,156.0,8
50.061764,42.30329,14.00772,14.510028,159.0,8
49.14209,42.842415,13.993568,14.780029,162.0,8
48.248444,43.45545,13.9887705,15.050031,165.0,8
47.376427,44.126415,13.990555,15.320032,168.0,8
46.522972,44.844193,13.997003,15.590034,171.0,8
45.685837,45.601204,14.0068,15.860035,174.0,8
44.863262,46.391926,14.019052,16.130035,177.0,8
44.053745,47.212666,14.033161,16.400038,180.0,8
43.256023,48.06071,14.048722,16.670038,183.0,8
42.468933,48.934124,14.065458,16.940039,186.0,8
41.69143,49.831566,14.083186,17.210041,189.0,8
40.922558,50.752083,14.101779,17.480042,192.0,8
40.16135,51.694977,14.121147,17.750044,195.0,8
39.406956,52.659973,14.141234,18.020044,198.0,8
