,x1_spl,x1_spl_smoothed,dx1_spl,dx1_spl_smoothed,t,Run,x2_spl,x2_spl_smoothed,dx2_spl,dx2_spl_smoothed
0,-0.6674274,-0.7949896118988213,-1.1738059159489902,0.3206025008227966,0.0,0,-2.907174,-1.9964343812348064,2.770655726830136,0.44736209860876885
1,-0.7807520952736129,-0.7632757422057179,-1.09268798952327,0.31367489303927193,0.1,0,-2.6350256184525778,-1.951879640637108,2.672311904118309,0.44373271334520153
2,-0.8859649979046539,-0.732254633290967,-1.0115700630975502,0.3067472852557471,0.2,0,-2.3727116191763375,-1.9076878385657663,2.5739680814064823,0.4401033280816342
3,-0.983066107893123,-0.7019262851545685,-0.9304521366718301,0.2998196774722223,0.30000000000000004,0,-2.120232002171281,-1.8638589750207808,2.4756242586946557,0.4364739428180668
4,-1.07205542523902,-0.6722906977965225,-0.8493342102461102,0.2928920696886976,0.4,0,-1.8775867674374065,-1.8203930500021528,2.3772804359828292,0.4328445575544994
5,-1.152932949942345,-0.643347871216829,-0.7682162838203901,0.28596446190517283,0.5,0,-1.6447759149747152,-1.7772900635098812,2.2789366132710023,0.42921517229093215
6,-1.2256986820030984,-0.615097805415488,-0.6870983573946701,0.2790368541216481,0.6000000000000001,0,-1.4217994447832059,-1.7345500155439664,2.180592790559175,0.4255857870273647
7,-1.2903526214212788,-0.5875405003924995,-0.6059804309689502,0.2721092463381234,0.7000000000000001,0,-1.2086573568628798,-1.6921729061044088,2.0822489678473484,0.42195640176379745
8,-1.3468947681968881,-0.5606759561478633,-0.52486250454323,0.26518163855459853,0.8,0,-1.0053496512137363,-1.6501587351912068,1.9839051451355216,0.41832701650022996
9,-1.3953251223299248,-0.5345041726815796,-0.4437445781175102,0.25825403077107384,0.9,0,-0.8118763278357756,-1.608507502804362,1.8855613224236951,0.4146976312366627
10,-1.4356436838203903,-0.5090251499936485,-0.3626266516917903,0.2513264229875491,1.0,0,-0.6282373867289974,-1.5672192089438741,1.787217499711868,0.41106824597309527
11,-1.4678504526682832,-0.48423888808406995,-0.28150872526607007,0.24439881520402432,1.1,0,-0.45443282789340156,-1.5262938536097435,1.6888736770000412,0.407438860709528
12,-1.4919454288736043,-0.4601453869528436,-0.20039079884034994,0.2374712074204996,1.2000000000000002,0,-0.29046265132898874,-1.485731436801969,1.5905298542882145,0.40380947544596063
13,-1.507928612436353,-0.4367446465999698,-0.11927287241463025,0.2305435996369748,1.3,0,-0.13632685703575886,-1.445531958520551,1.4921860315763877,0.40018009018239326
14,-1.51580000335653,-0.4140366670254486,-0.03815494598891023,0.22361599185345002,1.4000000000000001,0,0.007974554986288254,-1.4056954187654898,1.393842208864561,0.39655070491882594
15,-1.515559601634135,-0.39202144822928,0.042962980436809795,0.2166883840699253,1.5,0,0.14244158473715335,-1.3662218175367857,1.2954983861527343,0.39292131965525856
16,-1.5072074072691684,-0.3706989902114637,0.12408090686252993,0.20976077628640052,1.6,0,0.26707423221683557,-1.3271111548344385,1.197154563440907,0.38929193439169124
17,-1.4907434202616288,-0.3500692929719998,0.20519883328824995,0.20283316850287575,1.7000000000000002,0,0.38187249742533497,-1.288363430658448,1.0988107407290804,0.38566254912812387
18,-1.466167640611518,-0.3301323565108884,0.28631675971396975,0.195905560719351,1.8,0,0.4868363803626515,-1.2499786450088135,1.0004669180172538,0.38203316386455644
19,-1.4334800683188347,-0.3108881808281296,0.3674346861396899,0.18897795293582625,1.9000000000000001,0,0.5819658810287855,-1.2119567978855363,0.9021230953054269,0.3784037786009891
20,-1.39268070338358,-0.2923367659237232,0.4485526125654097,0.18205034515230148,2.0,0,0.667260999423737,-1.174297889288616,0.8037792725936004,0.3747743933374218
21,-1.343769545805753,-0.2744781117976693,0.5296705389911298,0.17512273736877676,2.1,0,0.7427217355475055,-1.137001919218052,0.7054354498817734,0.3711450080738544
22,-1.2867465955853543,-0.2573122184499678,0.61078846541685,0.168195129585252,2.2,0,0.8083480894000918,-1.1000688876738447,0.6070916271699466,0.36751562281028705
23,-1.2216118527223832,-0.2408390858806189,0.6919063918425699,0.16126752180172724,2.3000000000000003,0,0.8641400609814954,-1.0634987946559946,0.5087478044581195,0.36388623754671967
24,-1.1483653172168398,-0.22505871408962236,0.7730243182682902,0.15433991401820246,2.4000000000000004,0,0.910097650291716,-1.027291640164501,0.41040398174629267,0.36025685228315235
25,-1.0670069890687253,-0.20997110307697842,0.8541422446940097,0.14741230623467771,2.5,0,0.9462208573307539,-0.9914474241993642,0.3120601590344664,0.35662746701958503
26,-0.9775368682780382,-0.19557625284268693,0.9352601711197297,0.14048469845115297,2.6,0,0.9725096820986092,-0.9559661467605841,0.21371633632263953,0.35299808175601766
27,-0.879954954844779,-0.18187416338674778,1.01637809754545,0.13355709066762816,2.7,0,0.9889641245952818,-0.9208478078481606,0.11537251361081258,0.3493686964924503
28,-0.7742612487689478,-0.16886483470916117,1.09749602397117,0.12662948288410342,2.8000000000000003,0,0.9955841848207714,-0.8860924074620937,0.017028690898985732,0.3457393112288829
29,-0.6604557500505448,-0.156548266809927,1.1786139503968902,0.11970187510057867,2.9000000000000004,0,0.9923698627750788,-0.8516999456023837,-0.08131513181284111,0.3421099259653156
30,-0.5385384586895703,-0.14492445968904555,1.2597318768226098,0.11277426731705392,3.0,0,0.9793211584582033,-0.8176704222690309,-0.17965895452466762,0.33848054070174827
31,-0.4085093746860231,-0.13399341334651638,1.3408498032483296,0.10584665953352919,3.1,0,0.9564380718701451,-0.7840038374620345,-0.27800277723649447,0.3348511554381809
