,S_spl,S_spl_smoothed,dS_spl,dS_spl_smoothed,t,Run,I_spl,I_spl_smoothed,dI_spl,dI_spl_smoothed,R_spl,R_spl_smoothed,dR_spl,dR_spl_smoothed
0,0.8182665999999998,0.7053465505593571,-0.44985244494233684,-0.19515107020299224,0.0,0,0.021697707,0.07264643152568494,0.16766600712726185,-0.01625179470684761,0.007806334000000011,0.07882498537006198,0.3218014902833799,0.19461466187591553
1,0.7740362677898546,0.6859782344274706,-0.4347541992605677,-0.19221525243473694,0.1,0,0.037892465696201076,0.07102888910388235,0.15622916679675955,-0.016099053729204383,0.039637710750128057,0.09815441029294544,0.31482604471918085,0.1919738365817533
2,0.7313157601478862,0.6669035000724098,-0.41965595357879854,-0.1892794346664816,0.2,0,0.05294354035935191,0.06942662077984407,0.14479232646625725,-0.015946312751561147,0.07077154294383618,0.11721975268641266,0.3078505991549818,0.18933301128759106
3,0.690105077074095,0.6481223474941744,-0.40455770789702944,-0.18634361689822623,0.30000000000000004,0,0.06685093098945254,0.06783962655357009,0.13335548613575499,-0.01579357177391791,0.10120783058112444,0.13602101255046364,0.3008751535907828,0.1866921859934288
4,0.6504042185684804,0.6296347766927645,-0.38945946221526034,-0.1834077991299709,0.4,0,0.0796146375865029,0.06626790642506047,0.12191864580525272,-0.01564083079627468,0.13094657366199275,0.1545581898850984,0.2938997080265838,0.18405136069926653
5,0.6122131846310429,0.6114407876681801,-0.37436121653349125,-0.1804719813617156,0.5,0,0.09123466015050308,0.06471146039431516,0.11048180547475045,-0.015488089818631449,0.15998777218644117,0.17283128469031692,0.2869242624623847,0.18141053540510432
6,0.5755319752617821,0.5935403804204213,-0.35926297085172215,-0.17753616359346025,0.6000000000000001,0,0.101710998681453,0.06317028846133418,0.09904496514424815,-0.015335348840988215,0.18833142615446968,0.1908402969661193,0.27994881689818574,0.17876971011094206
7,0.5403605904606984,0.5759335549494883,-0.344164725169953,-0.17460034582520492,0.7000000000000001,0,0.1110436531793527,0.061644390626117554,0.08760812481374586,-0.015182607863344985,0.21597753556607832,0.2085852267125054,0.2729733713339867,0.17612888481677985
8,0.5066990302277915,0.5586203112553803,-0.32906647948818385,-0.17166452805694957,0.8,0,0.11923262364420217,0.06013376688866519,0.07617128448324356,-0.01502986688570175,0.24292610042126703,0.2260660739294752,0.2659979257697876,0.17348805952261756
9,0.47454729456306166,0.5416006493380983,-0.31396823380641475,-0.16872871028869424,0.9,0,0.12627791007600142,0.05863841724897718,0.0647344441527413,-0.014877125908058517,0.26917712072003586,0.24328283861702887,0.2590224802055886,0.17084723422845532
10,0.44390538346650854,0.5248745691976415,-0.29886998812464566,-0.1657928925204389,1.0,0,0.13217951247475043,0.05715834170705348,0.05329760382223901,-0.014724384930415283,0.29473059646238475,0.26023552077516626,0.25204703464138956,0.1682064089342931
11,0.4147732969381324,0.5084420708340106,-0.2837717424428765,-0.16285707475218358,1.1,0,0.13693743084044924,0.05569354026289414,0.041860763491736716,-0.014571643952772053,0.3195865276483138,0.2769241204038875,0.2450715890771905,0.16556558364013085
12,0.38715103497793324,0.49230315424720494,-0.26867349676110736,-0.15992125698392823,1.2000000000000002,0,0.14055166517309778,0.054244012916499086,0.03042392316123442,-0.01441890297512882,0.34374491427782294,0.2933486375031925,0.23809614351299146,0.16292475834596862
13,0.36103859758591095,0.47645781943722476,-0.25357525107933826,-0.1569854392156729,1.3,0,0.14302221547269614,0.052809759667868356,0.018987082830732145,-0.014266161997485585,0.3672057563509121,0.3095090720730812,0.23112069794879242,0.16028393305180633
14,0.3364359847620656,0.46090606640407017,-0.23847700539756914,-0.15404962144741757,1.4000000000000001,0,0.1443490817392442,0.05139078051700195,0.00755024250022987,-0.014113421019842353,0.3899690538675814,0.3254054241135537,0.2241452523845934,0.1576431077576441
15,0.3133431965063972,0.44564789514774134,-0.22337875971580007,-0.15111380367916222,1.5,0,0.1445322639727421,0.04998707546389989,-0.003886597830272398,-0.01396068004219912,0.4120348068278308,0.34103769362461,0.21716980682039438,0.15500228246348188
16,0.2917602328189056,0.43068330566823787,-0.20828051403403092,-0.1481779859109069,1.6,0,0.14357176217318973,0.04859864450856215,-0.015323438160774694,-0.01380793906455589,0.4334030152316602,0.3564058806062501,0.21019436125619534,0.15236145716931962
17,0.27168709369959093,0.41601229796555994,-0.19318226835226177,-0.14524216814265156,1.7000000000000002,0,0.14146757634058713,0.04722548765098872,-0.02676027849127699,-0.013655198086912656,0.4540736790790699,0.37150998505847405,0.2032189156919963,0.14972063187515736
18,0.25312377914845324,0.40163487203970744,-0.17808402267049267,-0.14230635037439623,1.8,0,0.13821970647493437,0.0458676048911796,-0.03819711882177925,-0.01350245710926942,0.4740467983700596,0.3863500069812816,0.1962434701277973,0.14707980658099512
19,0.2360702891654924,0.38755102789068063,-0.16298577698872357,-0.13937053260614088,1.9000000000000001,0,0.13382815257623132,0.044524996229134826,-0.04963395915228155,-0.01334971613162619,0.49332237310462923,0.400925946374673,0.18926802456359826,0.14443898128683288
