t,Run,x1,x2,dx1dt,dx2dt
0.0,0,1.3579951181793595,2.565245255983474,9.265373419025046,-0.5570147231253514
0.10101010101010101,0,2.0835195064818315,2.495703391022591,4.69299897597095,-0.7942200615621166
0.20202020202020202,0,2.35537291571022,2.4102259333600395,1.2297020901014117,-0.8791393674607426
0.30303030303030304,0,2.413575100768671,2.3204596980477312,0.14219731330304475,-0.8925556801260723
0.40404040404040403,0,2.4123901533811067,2.2305615127450285,-0.11035406861848829,-0.8861674853100374
0.5050505050505051,0,2.3976579426828746,2.141579598258302,-0.16585610756364622,-0.8753246207781783
0.6060606060606061,0,2.380003640704156,2.0537519741239674,-0.18006702282412945,-0.8635846785096497
0.7070707070707071,0,2.36155835242669,1.9671226878692853,-0.18426827543653745,-0.8516609633335156
0.8080808080808081,0,2.3429081912778065,1.8816951441008434,-0.18692566712966174,-0.8397490733659916
0.9090909090909091,0,2.324059868096115,1.7974709557278186,-0.18824581596822854,-0.8278513530805595
1.0101010101010102,0,2.3050695145309676,1.7144446092662111,-0.18908828434662972,-0.8159861454614031
1.1111111111111112,0,2.285972127691801,1.6326128259609805,-0.18997783537928292,-0.8041648976279989
1.2121212121212122,0,2.266748221273058,1.5519751034406222,-0.1907167290501548,-0.7923810806537273
1.3131313131313131,0,2.2474239563618554,1.472520625468588,-0.19171236766529343,-0.7806426938185242
1.4141414141414141,0,2.227986956900915,1.3942545088950489,-0.19283771854369913,-0.7689459528933082
1.5151515151515151,0,2.2083728019722346,1.3171228307710336,-0.193549458537301,-0.7572657893754804
1.6161616161616161,0,2.188625474737438,1.2411624068056852,-0.19433068376880103,-0.745619318699525
1.7171717171717171,0,2.168749176379365,1.166376753561246,-0.19527538346339668,-0.7340081756972047
1.8181818181818181,0,2.1487439068980168,1.0927658710377166,-0.19643696973495306,-0.72243236036852
1.9191919191919191,0,2.1286096662933924,1.020329759235097,-0.19786765779419802,-0.7108918727134707
2.0202020202020203,0,2.1083464545654924,0.9490684181533869,-0.19961843600045392,-0.6993867127320567
2.121212121212121,0,2.0879542717143167,0.8789818477925868,-0.2017390357202813,-0.687916880424278
2.2222222222222223,0,2.0673761261776167,0.8100499165519075,-0.2037784969951355,-0.6764620364959995
2.323232323232323,0,2.04653050959286,0.7422438325584705,-0.20513436126113815,-0.6649930920348514
2.4242424242424243,0,2.025513753805551,0.6755976239066176,-0.2067532305493186,-0.6535444261956248
2.525252525252525,0,2.0043258588156903,0.6101112905963498,-0.20871121682915417,-0.64211603897832
2.6262626262626263,0,1.9829668246232763,0.5457848326276663,-0.2110827562877543,-0.6307079303829365
2.727272727272727,0,1.9614366512283106,0.4826182500005677,-0.21394055347909957,-0.6193201004094747
2.8282828282828283,0,1.9397353386307918,0.42061154271505347,-0.21735552502209737,-0.6079525490579342
2.929292929292929,0,1.9178628868307213,0.35976471077112404,-0.22139674284758215,-0.5966052763283154
3.0303030303030303,0,1.8955087884197948,0.30008251813033127,-0.22370114293816545,-0.5851750973486203
3.131313131313131,0,1.8727934500888583,0.24156311745238515,-0.22548234289042993,-0.573702024526445
3.2323232323232323,0,1.8498077562263282,0.18420511434307585,-0.22761273045356822,-0.5622162596983145
3.3333333333333335,0,1.8265517068322041,0.12800850880240358,-0.2302276252090565,-0.5507178028642283
3.4343434343434343,0,1.8030253019064866,0.07297330083036865,-0.2334595772481902,-0.5392066540241868
3.5353535353535355,0,1.7792285414491749,0.019099490426970515,-0.23743821418702676,-0.5276828131781897
3.6363636363636362,0,1.7551614254602697,-0.03361292240779033,-0.2422900864028827,-0.5161462803262371
3.7373737373737375,0,1.7307666159403392,-0.08515885602575088,-0.2477799854132983,-0.5045782815783963
3.8383838383838382,0,1.7056693920310455,-0.13550510034667543,-0.2518248603122951,-0.49285612398723677
3.9393939393939394,0,1.680075722004801,-0.18466990955284582,-0.2560557449020826,-0.4810472466980773
4.040404040404041,0,1.6539758384863694,-0.23264692651972513,-0.26068923387849313,-0.4691488177274748
4.141414141414141,0,1.6273009906646831,-0.2793914045822811,-0.26554085032774905,-0.457140903249409
4.242424242424242,0,1.6000887382070654,-0.32492778955906365,-0.27119870128440837,-0.4450343934317509
4.343434343434343,0,1.5723088074197153,-0.3692477009595026,-0.2778077382401542,-0.4328197557426049
4.444444444444445,0,1.5437309056425317,-0.41228738820598654,-0.28454245590371596,-0.4204244760004448
4.545454545454545,0,1.514480095952424,-0.45408147178267344,-0.2924913405619195,-0.4078879338652964
4.646464646464646,0,1.4844787177152186,-0.4946126626092068,-0.30171353594134953,-0.39518539506445904
4.747474747474747,0,1.4531239075675175,-0.5337467491478439,-0.31024005298211377,-0.3821248525793162
4.848484848484849,0,1.420790872822402,-0.5715672613549864,-0.3204039785137405,-0.36882580685046823
4.94949494949495,0,1.3874796134798715,-0.6080741992306342,-0.33282031414733393,-0.3552882578779149
5.05050505050505,0,1.3529090740836989,-0.6432045074980314,-0.3472009613979763,-0.3414227241946975
5.151515151515151,0,1.3166729860771507,-0.6768670391051848,-0.3632029884055007,-0.32709985941870456
5.252525252525253,0,1.279015678795477,-0.7091166097602128,-0.382620376886856,-0.3123974522811448
5.353535353535354,0,1.238902068371308,-0.7397957564041959,-0.4042450080466914,-0.2969809723634896
5.454545454545454,0,1.1965279612493886,-0.7689342662676352,-0.43026306398759595,-0.2809137026652872
5.555555555555555,0,1.1507903822075216,-0.7963144655047021,-0.46058524702255554,-0.26384249636886037
5.656565656565657,0,1.1019916881443392,-0.8219964743967064,-0.4982572851332171,-0.24586413108833263
5.757575757575758,0,1.0487244500258248,-0.8457589424668576,-0.5445147188455287,-0.22652422051081778
5.858585858585858,0,0.990312462458889,-0.867517920079526,-0.60283439622967,-0.20560295948099463
5.959595959595959,0,0.9250619381721876,-0.8870504385990843,-0.6775776244724971,-0.18255061681745693
6.0606060606060606,0,0.8511702734963171,-0.9041237804268524,-0.7755255825247528,-0.1567818391369822
6.161616161616162,0,0.7657927429367442,-0.9183978247877298,-0.9069056122795475,-0.1273710593263994
6.262626262626262,0,0.6649836898612634,-0.9294930786800844,-1.0875861537338611,-0.09302835804174883
6.363636363636363,0,0.5419985571083823,-0.9367675701557978,-1.3435258555367922,-0.05154834769240757
6.4646464646464645,0,0.38834190212150255,-0.939431275823614,-1.7118337431534187,-0.0001518823189265809
6.565656565656566,0,0.18981588320774267,-0.936238119409771,-2.246105788073668,0.06581058022473718
6.666666666666667,0,-0.07282600447925137,-0.9254199462306854,-2.994351610171365,0.15263666457512948
6.767676767676767,0,-0.4204672130936241,-0.9044351344241048,-3.90037151823908,0.267118079992815
6.8686868686868685,0,-0.8513528436157648,-0.8704379187542163,-4.548310329122904,0.40848014245553604
6.96969696969697,0,-1.301954901323257,-0.821671601349838,-4.163953246446628,0.5554297405310749
7.070707070707071,0,-1.6548201196311236,-0.7594200673320329,-2.7111121157251326,0.6689013776991768
7.171717171717171,0,-1.852384208661504,-0.6883818408997943,-1.2661617239962584,0.7300201922804876
7.2727272727272725,0,-1.9326491309877922,-0.6133256468733324,-0.41922343733077394,0.7517714201208197
7.373737373737374,0,-1.9522325468240223,-0.5371936699169002,-0.027906703247996933,0.7532237602691341
7.474747474747475,0,-1.9450571829730972,-0.461424536962947,0.13918745812227978,0.7457806967885621
7.575757575757575,0,-1.9265369874653409,-0.38662268361676244,0.210949255371779,0.7346205080628977
7.6767676767676765,0,-1.9031810676207117,-0.3130452435669736,0.24482974034896554,0.7219300387780355
7.777777777777778,0,-1.8774256394271804,-0.2407943929504979,0.26275280393460576,0.7085281726724266
