t,Run,x1,x2,dx1dt,dx2dt
0.0,0,-0.6674274077448032,-2.9071740360235463,-2.9071740360235463,-1.7507918851637179
0.10101010101010101,0,-0.966440884597223,-2.969678174433749,-2.969678174433749,0.6724783076152133
0.20202020202020202,0,-1.2581341061912708,-2.7488265341128977,-2.7488265341128977,3.6615764790693186
0.30303030303030304,0,-1.512920411487567,-2.2683817683281076,-2.2683817683281076,5.898592158845593
0.40404040404040403,0,-1.71047535625483,-1.636273663166587,-1.636273663166587,6.436997324092082
0.5050505050505051,0,-1.843871216033945,-1.0238053651593275,-1.0238053651593275,5.5293571613562005
0.6060606060606061,0,-1.9216875564316505,-0.5352449947886073,-0.5352449947886073,4.083715829204123
0.7070707070707071,0,-1.9573346584855003,-0.1914866553629504,-0.1914866553629504,2.7705284000871484
0.8080808080808081,0,-1.9642706229036784,0.0369530856008905,0.0369530856008905,1.8058328412615612
0.9090909090909091,0,-1.9525453171209817,0.18503393769537077,0.18503393769537077,1.1719519285918354
1.0101010101010102,0,-1.928592433513744,0.2819518493033335,0.2819518493033335,0.7784535583292993
1.1111111111111112,0,-1.8966048441415213,0.3476651955999371,0.3476651955999371,0.5422177439153533
1.2121212121212122,0,-1.8589742849001636,0.39482590598528877,0.39482590598528877,0.4045627464947421
1.3131313131313131,0,-1.8171885035908484,0.4314309958163032,0.4314309958163032,0.3273446342827726
1.4141414141414141,0,-1.772021100599791,0.46227503826164973,0.46227503826164973,0.28807746831654124
1.5151515151515151,0,-1.72387389552352,0.4904368831328504,0.4904368831328504,0.27335197717399073
1.6161616161616161,0,-1.6729468201111124,0.5180426717326457,0.5180426717326457,0.27520211048568366
1.7171717171717171,0,-1.619198804298438,0.5464834919963332,0.5464834919963332,0.289764504998957
1.8181818181818181,0,-1.5624779443318613,0.5769297627634747,0.5769297627634747,0.31515234155182914
1.9191919191919191,0,-1.5025328830040234,0.610479290399673,0.610479290399673,0.3509201119278549
